Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.372561779902692,84,27,1,3,0.6954770455692094,0.6776956502928064,0.5460547320215625,428.83221278328614,98.07344855693027
"[4.50, 4.80)",4.65,4.6578784105328275,167,34,8,3,0.677452136876426,0.6548309421030187,0.7722639160426573,781.762781531578,167.83666567246223
"[4.80, 5.10)",4.949999999999999,4.917707926200122,232,41,12,3,0.6776517814270094,0.6770949461461925,0.620914509111936,1072.4532816556982,218.0799058728108
"[5.10, 5.40)",5.25,5.251127876934368,205,21,10,1,0.6761170461115086,0.6865655793591312,0.6911305016106613,1128.1828424663347,214.84581387208056
"[5.40, 5.70)",5.550000000000001,5.522480751734584,113,6,4,3,0.6574492369701959,0.7360330371678245,0.972284538311722,873.7937639914992,158.2248636569797
"[5.70, 6.00)",5.85,5.83525474405318,94,2,2,1,0.6739705187403117,0.6891928267002045,0.9221119020613,768.6951248813771,131.73291631608183
"[6.00, 6.30)",6.15,6.137988740470041,67,1,4,0,0.6763115732290226,0.7235108838715619,0.6943976953978019,443.4260989347405,72.24289872203046
"[6.30, 6.60)",6.449999999999999,6.466594763109577,35,0,2,0,0.7214429343969819,0.6699055540595661,0.8703599761791214,248.33861272618404,38.40330526707785
"[6.60, 6.90)",6.75,6.748345077037811,16,0,0,0,0.7215184483654096,0.678742598179707,0.0,149.64762367090898,22.17545516160784
"[6.90, 7.50)",7.2,6.901767457920628,13,0,1,0,0.6718678659307127,0.6744582841175168,0.6336841176387634,85.62086151853529,12.405642763329386
"[7.50, 8.70)",8.1,7.632147153218587,3,0,0,0,0.7224007274277072,0.6537169868661122,0.0,31.694931345355098,4.152819738543548
