Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.32810134556066,229,26,4,1,0.6870732462743172,0.6841809918691483,0.7225234091205959,1199.6940559586724,277.18714516451894
"[4.50, 4.80)",4.65,4.650126591176997,178,9,5,0,0.7227408277360269,0.6811812359509585,0.6876683678633239,938.5838419660123,201.8404926323622
"[4.80, 5.10)",4.949999999999999,4.921608203179963,110,3,4,0,0.7123597426485945,0.6732506877076281,0.6735973500792258,610.6588720602333,124.07709977110181
"[5.10, 5.40)",5.25,5.214179987038966,91,2,5,0,0.7094168380074547,0.6808574472365152,0.6069580366543097,465.15422588214955,89.20946861028897
"[5.40, 5.70)",5.550000000000001,5.534829069066932,55,1,0,0,0.7040012559717541,0.6531045250813068,0.0,424.5457905001322,76.7044086099849
"[5.70, 6.00)",5.85,5.839900636672973,31,1,0,0,0.6972102284249182,0.6804136502453578,0.0,251.2829157655652,43.02862863583285
"[6.00, 6.30)",6.15,6.12885396375736,23,1,1,0,0.6950204440282272,0.743200705551335,0.8048377277357935,160.495693329918,26.186901218237608
"[6.30, 6.60)",6.449999999999999,6.442021621483345,9,0,1,0,0.6459595869229751,0.7358267877786125,0.7736826991287373,53.11945912199243,8.245774733950846
"[6.60, 6.90)",6.75,6.734144740634494,9,0,0,0,0.7014296362882209,0.683203898355801,0.0,86.40539197406625,12.830937751113009
"[6.90, 7.50)",7.2,7.1636528968811035,15,0,0,0,0.7386546803345378,0.7304834278027275,0.0,145.47365137461813,20.30718873020134
"[7.50, 8.70)",8.1,7.653536701202392,5,0,0,0,0.6840082196400783,0.7712370210154009,0.0,55.946233403669076,7.30985367782711
