Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.345587449256532,663,64,609,40,16,3,0.6827918273335127,0.6775491669841028,0.7517333834284924,3636.5536212453208,836.8382097263934
"[4.50, 4.80)",4.65,4.6415144466199605,497,23,386,25,20,0,0.6955646752248764,0.6738521867877385,0.6895257006536191,2955.9341170390167,636.8469065504222
"[4.80, 5.10)",4.949999999999999,4.93951362817616,329,10,282,12,7,1,0.6895861978120993,0.6788506201000976,0.7984215128207032,2217.667138166464,448.9646765050639
"[5.10, 5.40)",5.25,5.257195046167943,219,8,208,9,6,0,0.6935252038387697,0.6769113276658286,0.6915256390951173,1524.066457173757,289.9010677347181
"[5.40, 5.70)",5.550000000000001,5.5335724487212286,161,5,152,2,8,0,0.7030469902628133,0.6835359072925404,0.695648031433968,1116.2414719222816,201.72166936754166
"[5.70, 6.00)",5.85,5.846955542351347,93,2,78,1,3,0,0.6995799832328142,0.683016437356887,0.7549800387359755,722.4016697480865,123.55176373678624
"[6.00, 6.30)",6.15,6.144108267223071,67,1,42,1,2,0,0.6681037398914818,0.6814230340810187,0.7768534485960275,557.4372307773754,90.7271171882064
"[6.30, 6.60)",6.449999999999999,6.410262411341841,32,0,38,0,1,0,0.7206785077929395,0.664733101289754,0.8840534656292193,288.9484619870434,45.07591787128707
"[6.60, 6.90)",6.75,6.744562504400649,32,0,16,0,0,0,0.6989923970755709,0.6904117773284404,0.0,310.38293118724647,46.01972788964885
"[6.90, 7.50)",7.2,7.147652654810759,19,2,14,0,0,0,0.6991475011890422,0.64110118659677,0.0,187.47358949063184,26.228693326955657
"[7.50, 8.70)",8.1,8.079127088716145,5,0,10,0,0,0,0.6968002246115654,0.7081969023282892,0.0,55.37147658856457,6.853645942257811
