Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.344806784339367,477,42,17,4,0.6894558878608354,0.6733399705669432,0.771721568570269,2419.247633952359,556.8136292440928
"[4.50, 4.80)",4.65,4.63489567557977,379,14,6,1,0.6993869160008553,0.6799837493162503,0.7076088047395181,2274.7863171218596,490.795581248398
"[4.80, 5.10)",4.949999999999999,4.950893833174928,241,7,5,0,0.6980819869345418,0.6805557487370639,0.7329400691574067,1510.9564258648104,305.188613769134
"[5.10, 5.40)",5.25,5.246958388142198,153,4,2,0,0.7147132461471793,0.6776856697996541,0.6055599356533612,1017.6133174407244,193.94347013318568
"[5.40, 5.70)",5.550000000000001,5.523657981697589,90,3,3,0,0.6894371089531817,0.6723063099313764,0.6590022527689586,586.3913860705826,106.15997370104486
"[5.70, 6.00)",5.85,5.8298391432975265,59,0,3,0,0.700711110214428,0.7145348383590356,0.6385339509250424,370.35912211252594,63.528188858919364
"[6.00, 6.30)",6.15,6.121529541219975,42,0,4,0,0.7151200687876743,0.6819333706532891,0.8498305127014599,232.75126721570547,38.021750225731964
"[6.30, 6.60)",6.449999999999999,6.420705886804902,22,0,1,0,0.7253223828435602,0.6484953676993466,0.768148474397472,157.97108106304188,24.60338222121121
"[6.60, 6.90)",6.75,6.696916162967681,16,0,0,0,0.7221767030423323,0.685510337837671,0.0,148.37180174337746,22.155242522496767
"[6.90, 7.50)",7.2,7.1851907798222125,14,0,0,0,0.7372241748287413,0.6855266707954015,0.0,136.4478734584075,18.990153169152695
"[7.50, 8.70)",8.1,7.798623847961426,5,0,0,0,0.6760234888636516,0.7184241456422249,0.0,57.680124850915824,7.396192709819376
