Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.3498279470334795,653,76,37,6,0.6903707966487935,0.6756975234018542,0.7143139320210539,2804.91549309934,644.8336640561272
"[4.50, 4.80)",4.65,4.642835337860601,494,37,19,2,0.6984214731936551,0.6791533064911935,0.6554526190176686,2508.129713697616,540.2150908184807
"[4.80, 5.10)",4.949999999999999,4.933801664734053,400,19,14,0,0.6992592096424637,0.6800010185609385,0.7038334414648872,2256.440479498302,457.3431671619356
"[5.10, 5.40)",5.25,5.230739803666696,244,6,9,1,0.7010534262132003,0.687935382624762,0.7096011741508299,1516.311187465349,289.88465195734454
"[5.40, 5.70)",5.550000000000001,5.5142574047740665,180,4,4,0,0.6950487090991755,0.6676196640165714,0.6615184893820752,1249.6116715811027,226.61467897730512
"[5.70, 6.00)",5.85,5.857066592626027,94,2,4,1,0.6962486891024099,0.6861470973601056,0.5875701908490631,642.3543915889808,109.67168998858521
"[6.00, 6.30)",6.15,6.175109807374492,82,1,2,0,0.7174485773098112,0.7079351447178991,0.7701080732622836,626.6088433916523,101.47331188237952
"[6.30, 6.60)",6.449999999999999,6.422144088339298,47,0,0,0,0.6945774386331987,0.6946193717170541,0.0,434.5674871702059,67.66704097456348
"[6.60, 6.90)",6.75,6.750613192717235,24,0,0,0,0.6987232333994382,0.6501386497067867,0.0,231.87251959116534,34.3483640628849
"[6.90, 7.50)",7.2,7.10713353407593,20,1,1,0,0.6678792052929504,0.7135735225694327,0.7367878675869681,159.7434547193593,22.476495475067665
"[7.50, 8.70)",8.1,7.821128402248705,8,0,1,0,0.7416170958165381,0.7157007394619214,0.7515458002036758,38.57960361344688,4.932741367902181
