Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.3561693724905775,370,34,9,2,0.6992147609530426,0.6687942261408264,0.7233369161328452,1907.825205378289,437.9593726144576
"[4.50, 4.80)",4.65,4.664344576703899,243,12,9,1,0.6868051434269943,0.6640982377022843,0.7191935045896413,1340.51906557653,287.39709160248617
"[4.80, 5.10)",4.949999999999999,4.944458866547584,163,9,4,0,0.70295535917946,0.6672726579902898,0.653385144048294,950.0229593121122,192.1389144805356
"[5.10, 5.40)",5.25,5.2401728454107666,107,3,4,0,0.7099713500700418,0.6985908991110442,0.7707707424694098,647.9520947877919,123.65090120171412
"[5.40, 5.70)",5.550000000000001,5.547011702698952,66,2,2,0,0.7216829565657765,0.6556111506454354,0.67850023495719,419.97561858852396,75.71204841413635
"[5.70, 6.00)",5.85,5.816493373212741,49,0,3,0,0.6673429264538892,0.694109103983004,0.6274944759580275,304.72520331352086,52.38984793086867
"[6.00, 6.30)",6.15,6.147135468324896,38,1,2,0,0.7248917928970899,0.6386394519401802,0.6774160317452033,233.9095111578189,38.05179052310029
"[6.30, 6.60)",6.449999999999999,6.406161709835654,19,0,0,0,0.7325217977622439,0.6495888482995448,0.0,166.16170721295504,25.937794695041784
"[6.60, 6.90)",6.75,6.688441105412682,12,0,1,0,0.7650800550265074,0.7024896496151066,0.6079167082606669,56.496776688990884,8.44692743773588
"[6.90, 7.50)",7.2,7.225416660308838,10,1,0,0,0.7028674031903754,0.6454409738705995,0.0,92.51922858793631,12.80469112545016
"[7.50, 8.70)",8.1,8.039231459299724,3,0,0,0,0.6650991289294191,0.6409025186162228,0.0,36.26180418657346,4.510605817254592
