Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.365990017561423,204,37,184,48,12,4,0.688744802170993,0.6733472736086619,0.7275192692960648,972.5968880444917,222.7666311953057
"[4.50, 4.80)",4.65,4.663397630838361,294,48,284,44,20,5,0.6747323382484295,0.6784344579438988,0.6139250583821169,1434.9055777872086,307.69530959538804
"[4.80, 5.10)",4.949999999999999,4.937467067196034,323,21,273,39,7,8,0.696756182015273,0.6706084326645935,-0.5469737027464134,2199.661486210058,445.50403198116635
"[5.10, 5.40)",5.25,5.244437613129567,248,21,208,21,10,2,0.6788839344138602,0.68053395732701,0.6380074558823743,1594.5585431579943,304.04757588611244
"[5.40, 5.70)",5.550000000000001,5.532718087351929,165,7,144,11,3,0,0.6867793437486768,0.6879616067934579,0.6676601009296013,1204.590479614973,217.72128284806834
"[5.70, 6.00)",5.85,5.841058825020331,126,5,106,7,2,1,0.7032806464261762,0.6688314491555272,0.5457081249657197,1023.0775567949374,175.15275696463758
"[6.00, 6.30)",6.15,6.12269974892557,77,2,56,1,4,0,0.7133094046563785,0.7034090573832621,0.6289069515696923,566.6812268152933,92.55414278884673
"[6.30, 6.60)",6.449999999999999,6.410263252375736,47,1,46,1,1,1,0.7073903736922097,0.6907390525255772,0.0,421.02501749825774,65.67983262500488
"[6.60, 6.90)",6.75,6.739616130564309,18,0,21,1,1,0,0.7370841983726512,0.7698960710091711,0.7386326091640566,136.34671931809527,20.23063579240958
"[6.90, 7.50)",7.2,7.0850081171404025,18,0,10,1,1,0,0.6867365858824505,0.6658062699936584,0.747856317049499,170.90217845797198,24.12166304291409
"[7.50, 8.70)",8.1,7.719884136232561,6,0,6,0,0,0,0.7673507866267463,0.7278780667575968,0.0,62.767366482659675,8.13060991266266
