Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.385502439300176,3,1,2,1,0,0,1.1121040524924206,0.44642209218103823,0.0,19.590584102092127,4.467124206005077
"[4.50, 4.80)",4.65,4.630542504219599,25,5,39,5,4,1,0.6581174301856333,0.6719675443235112,0.648301390179623,90.71593028554594,19.59077801421339
"[4.80, 5.10)",4.949999999999999,4.956910551656759,78,5,83,21,4,2,0.6767934519539655,0.6288325168489829,0.6772898581045091,539.0777241656733,108.75276415578978
"[5.10, 5.40)",5.25,5.233542787161955,89,20,97,17,6,1,0.6978811198070838,0.6705265097501933,0.6073122437027306,442.1229499378963,84.47871125128427
"[5.40, 5.70)",5.550000000000001,5.523781717843297,79,15,78,17,3,0,0.7247584997710402,0.694755036370256,0.6039427999234559,446.2437440236603,80.78591204684524
"[5.70, 6.00)",5.85,5.830345019726282,78,8,54,4,4,0,0.7142373835494067,0.67070225824074,0.635903151016732,527.9000933206478,90.54354271223406
"[6.00, 6.30)",6.15,6.119462291483819,38,1,39,2,2,1,0.7212416214361091,0.6884978066699747,0.6017432076962068,303.62135107696946,49.61569115304553
"[6.30, 6.60)",6.449999999999999,6.406991203916479,28,0,25,0,1,0,0.6476010417977959,0.6468881918706353,0.8069327916494423,257.58297564002316,40.20342270527347
"[6.60, 6.90)",6.75,6.744524139165853,15,1,5,2,0,0,0.504156468320422,0.6967642863045649,0.0,134.93931978289243,20.007240985215216
"[6.90, 7.50)",7.2,7.100819917487652,8,0,7,0,0,0,0.6656795072574903,0.7157745360168195,0.0,78.28915726930776,11.025368644612428
"[7.50, 8.70)",8.1,7.594090336430038,3,0,6,0,0,0,0.6381832523058025,0.7658362325444021,0.0,28.72071200693923,3.781981874663972
