Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.353501867204974,626,97,624,83,31,4,0.694721653407193,0.6835957060262655,0.6545347844657629,2954.237280905782,678.5887248975628
"[4.50, 4.80)",4.65,4.643126214196624,577,48,542,44,16,0,0.6843387049709008,0.6752414075776867,0.7370558937742576,3383.5293295578035,728.7179312964763
"[4.80, 5.10)",4.949999999999999,4.946580776261455,464,36,400,24,12,2,0.698811974899749,0.6806190446431392,0.7266721569435599,2933.596195455973,593.0553503814683
"[5.10, 5.40)",5.25,5.241288989051116,290,13,283,11,4,1,0.7053521200435161,0.6789355333654353,0.4864258194471409,2043.4474566717847,389.8749832227303
"[5.40, 5.70)",5.550000000000001,5.532841451284382,201,6,147,3,9,0,0.7084506120923444,0.6887594666942275,0.7498780243952716,1414.9522967353673,255.73700406811827
"[5.70, 6.00)",5.85,5.841455234721211,136,3,110,2,2,0,0.6982720606120614,0.6739145145232126,0.7607249375766443,1108.5414028451596,189.77144535082033
"[6.00, 6.30)",6.15,6.119983819692414,77,1,68,0,2,0,0.7115195703851052,0.6915911515226397,0.796393692857754,632.800125663157,103.3989867141448
"[6.30, 6.60)",6.449999999999999,6.462388283112836,45,1,43,1,4,0,0.7358322420928561,0.6726709367315928,0.6908914863095109,341.1647646859934,52.79236556823841
"[6.60, 6.90)",6.75,6.725554192152702,32,1,20,0,0,0,0.7202251856919405,0.6841618368547278,0.0,302.05322647412936,44.91127687686489
"[6.90, 7.50)",7.2,7.191258834656758,30,1,19,0,0,0,0.697739315624996,0.6721451758939214,0.0,307.4518296547444,42.753547984261814
"[7.50, 8.70)",8.1,7.781516165474174,8,0,8,0,0,0,0.6945820237211235,0.7080242733190127,0.0,86.63387628571837,11.133290022592822
