Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.344617496308991,722,75,665,64,34,2,0.701071406728427,0.6686718211312771,0.7087547318675704,3750.510686690346,863.2545189252279
"[4.50, 4.80)",4.65,4.651112702014042,549,38,507,32,17,0,0.6929464541939611,0.671031709705729,0.7124402659170191,3269.8613741272948,703.0277663904741
"[4.80, 5.10)",4.949999999999999,4.944607080880292,391,24,351,10,5,0,0.697046069093152,0.6814836547596006,0.7327515345380603,2559.261987282381,517.5865231392165
"[5.10, 5.40)",5.25,5.229776434390056,274,7,219,7,8,0,0.6866051044877987,0.6673890049331697,0.6818410929091163,1943.9894360258083,371.7155906020167
"[5.40, 5.70)",5.550000000000001,5.534310805276722,174,8,144,3,4,0,0.6747817963285839,0.689120209069424,0.6862117601188042,1250.7660044990978,226.00212537874586
"[5.70, 6.00)",5.85,5.842936116636,132,3,96,1,2,0,0.7044915842235473,0.6764258514594327,0.7005993003947774,1068.9696944772065,182.9507756269382
"[6.00, 6.30)",6.15,6.125546089683563,69,0,58,1,1,0,0.7090340332550558,0.6618816399185427,0.7404773507411451,614.634376969004,100.33952368820643
"[6.30, 6.60)",6.449999999999999,6.454152261901356,45,0,49,0,0,0,0.6925082825537511,0.6576727610466991,0.0,435.0407163043128,67.40478046549096
"[6.60, 6.90)",6.75,6.740307511713376,18,0,17,1,0,0,0.6942819338619721,0.6426268677204636,0.0,186.5607576719599,27.67837481416874
"[6.90, 7.50)",7.2,7.141803067420714,29,0,27,0,0,0,0.7117409139508161,0.6668847369358524,0.0,306.6678135939812,42.93983055804636
"[7.50, 8.70)",8.1,7.820959821143208,7,0,8,0,0,0,0.7107525587166293,0.6650553403515511,0.0,81.05215305177708,10.363453451411479
