Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.3610457682062655,71,19,84,27,1,3,0.6954770455692094,0.6776956502928064,0.5460547320215625,362.0286555525025,83.01418393538391
"[4.50, 4.80)",4.65,4.6525300695587015,202,22,167,34,8,3,0.677452136876426,0.6548309421030187,0.7722639160426573,1204.364014380828,258.8621666866655
"[4.80, 5.10)",4.949999999999999,4.952723853517636,229,32,232,41,12,3,0.6776517814270094,0.6770949461461925,0.620914509111936,1274.6214420320746,257.3576641319875
"[5.10, 5.40)",5.25,5.254714978153143,202,22,205,21,10,1,0.6761170461115086,0.6865655793591312,0.6911305016106613,1217.6421897296211,231.72373664262597
"[5.40, 5.70)",5.550000000000001,5.54766638391305,127,18,113,6,4,3,0.6574492369701959,0.7360330371678245,0.972284538311722,796.940281221052,143.6532455397813
"[5.70, 6.00)",5.85,5.838696998712315,117,6,94,2,2,1,0.6739705187403117,0.6891928267002045,0.9221119020613,915.9965509553178,156.88372785183657
"[6.00, 6.30)",6.15,6.126932132462912,60,4,67,1,4,0,0.6763115732290226,0.7235108838715619,0.6943976953978019,393.7068878715729,64.2584052442099
"[6.30, 6.60)",6.449999999999999,6.448582805395416,34,1,35,0,2,0,0.7214429343969819,0.6699055540595661,0.8703599761791214,282.9652909665244,43.880229114802134
"[6.60, 6.90)",6.75,6.742296054528759,20,0,16,0,0,0,0.7215184483654096,0.678742598179707,0.0,196.5184619319301,29.147112547798883
"[6.90, 7.50)",7.2,7.063316782775318,16,0,13,0,1,0,0.6718678659307127,0.6744582841175168,0.6336841176387634,142.88213200190023,20.228758867269576
"[7.50, 8.70)",8.1,7.776582738144291,8,0,3,0,0,0,0.7224007274277072,0.6537169868661122,0.0,94.70280642058272,12.177946227725913
