Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.346417558062207,100,9,2,2,0.6840921930040281,0.6802748769282684,0.0,578.1735295747366,133.02300615417806
"[4.50, 4.80)",4.65,4.608850728854433,48,7,5,0,0.6988680750604369,0.6831946330682691,0.7378489857097735,132.96728703278436,28.850421689798235
"[4.80, 5.10)",4.949999999999999,4.955897189112411,34,1,2,0,0.675807049748346,0.6846139167859469,0.8730070037618554,192.04389768462664,38.7505814500202
"[5.10, 5.40)",5.25,5.256713086908514,22,0,0,0,0.7112217931683154,0.6454236683426819,0.0,162.60425232023016,30.932685431355385
"[5.40, 5.70)",5.550000000000001,5.453582029614697,18,0,1,0,0.7272238941068188,0.6459430573087532,0.809027855563091,105.3257495977883,19.3131319976184
"[5.70, 6.00)",5.85,5.823276964823405,15,0,0,0,0.683876257061844,0.6478252709771943,0.0,127.72654931409903,21.933792619800702
"[6.00, 6.30)",6.15,6.130103074587309,13,0,0,0,0.7780883259294622,0.6682139017706247,0.0,102.41940061809827,16.70761476143586
"[6.30, 6.60)",6.449999999999999,6.447903990745544,4,0,0,0,0.5472361336626392,0.6747368036915068,0.0,47.1306888862756,7.309458849561138
"[6.60, 6.90)",6.75,6.74874711036682,2,0,0,0,0.8058852596926179,0.7949540042408849,0.0,16.748655045362014,2.4817428733748566
"[6.90, 7.50)",7.2,6.988343715667724,1,0,0,0,0.8842578751550558,0.748914846440382,0.0,7.903060760914692,1.1308918225066966
"[7.50, 8.70)",8.1,8.004467487335205,2,0,0,0,0.7585299177728781,0.7287780344830209,0.0,21.105212331867264,2.6366791251585773
