Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.4160757064819345,1,0,0,0,0.8841045680106785,0.6833869826906493,0.0,4.9949699009230715,1.1310879235135018
"[4.50, 4.80)",4.65,4.739711523056031,9,1,0,0,0.7297325509938591,0.7795874343191845,0.0,51.96108099166777,10.962920578374092
"[4.80, 5.10)",4.949999999999999,5.031638620585078,41,9,3,1,0.7382832906303016,0.7009469436845694,0.51127056505688,131.48717367061028,26.1320781529658
"[5.10, 5.40)",5.25,5.249908027305008,72,7,5,1,0.6498651437031299,0.6553582714975562,0.5929398671536127,369.2715524255128,70.33867079288149
"[5.40, 5.70)",5.550000000000001,5.505354629574411,66,8,6,1,0.6770243717656679,0.6557531168246139,0.5903591267908277,266.4823127964193,48.40420476546478
"[5.70, 6.00)",5.85,5.826243285368301,37,1,3,1,0.6870017887478418,0.7406203399037725,0.5851616655834994,217.68765802576155,37.36329695885684
"[6.00, 6.30)",6.15,6.178807617784272,27,1,1,0,0.6662023358043344,0.6688338258128627,0.60084639043875,195.89482334837587,31.70430857638905
"[6.30, 6.60)",6.449999999999999,6.432346999127472,15,0,0,1,0.6564645810920624,0.647404640274687,0.5984896178314444,194.26576675825754,30.20138167057982
"[6.60, 6.90)",6.75,6.749356547991436,12,0,0,0,0.7188881637602456,0.7627658722788465,0.0,112.66325230931015,16.69244342156409
"[6.90, 7.50)",7.2,7.1707521014743385,9,0,0,0,0.6555272831725502,0.7281522420206746,0.0,98.45016457733225,13.729405672396688
"[7.50, 8.70)",8.1,7.914005756378173,1,0,0,0,0.6879769340784168,0.0,0.0,11.50330100380389,1.4535371034489049
