Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.348632886235911,561,56,477,42,17,4,0.6894558878608354,0.6733399705669432,0.771721568570269,3072.69100280069,706.5878135002446
"[4.50, 4.80)",4.65,4.635202944560034,364,22,379,14,6,1,0.6993869160008553,0.6799837493162503,0.7076088047395181,2229.7388920043627,481.04450197185616
"[4.80, 5.10)",4.949999999999999,4.943669950213003,291,4,241,7,5,0,0.6980819869345418,0.6805557487370639,0.7329400691574067,1992.2481436902792,402.9897148786078
"[5.10, 5.40)",5.25,5.230857429062668,162,2,153,4,2,0,0.7147132461471793,0.6776856697996541,0.6055599356533612,1184.096957065634,226.3676602017072
"[5.40, 5.70)",5.550000000000001,5.537027852992065,128,6,90,3,3,0,0.6894371089531817,0.6723063099313764,0.6590022527689586,943.3594111289489,170.3728852689773
"[5.70, 6.00)",5.85,5.8573506207252715,64,1,59,0,3,0,0.700711110214428,0.7145348383590356,0.6385339509250424,453.2663015576116,77.3841845754979
"[6.00, 6.30)",6.15,6.117310234291546,46,0,42,0,4,0,0.7151200687876743,0.6819333706532891,0.8498305127014599,348.8047591035591,57.01930190629847
"[6.30, 6.60)",6.449999999999999,6.451441634671056,30,0,22,0,1,0,0.7253223828435602,0.6484953676993466,0.768148474397472,278.5201750483579,43.17177319741171
"[6.60, 6.90)",6.75,6.720355113117859,18,0,16,0,0,0,0.7221767030423323,0.685510337837671,0.0,174.31903450103684,25.938961790988277
"[6.90, 7.50)",7.2,7.104389417880503,18,0,14,0,0,0,0.7372241748287413,0.6855266707954015,0.0,184.59964954150698,25.98388667672158
"[7.50, 8.70)",8.1,7.658260321277217,5,0,5,0,0,0,0.6760234888636516,0.7184241456422249,0.0,52.483853401855576,6.8532344422972695
