Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.20)",4.05,4.019031300226278,136,11,3,1,0.6859315015033405,0.664655307142431,0.6113962076702588,667.9420444665402,166.19478540237645
"[4.20, 4.50)",4.35,4.328063111246985,74,7,0,0,0.6829076460141135,0.6385083006249963,0.0,424.62583358973706,98.10989874114739
"[4.50, 4.80)",4.65,4.570463254956111,44,6,4,0,0.6998350502404663,0.7015230961538311,0.7443611641135279,127.74598693823785,27.95033671908704
"[4.80, 5.10)",4.949999999999999,4.974914830804793,33,4,0,0,0.7658780115136171,0.6774758316907945,0.0,188.37533905459807,37.865037987821104
"[5.10, 5.40)",5.25,5.0978051875710655,17,2,1,0,0.6983814404908024,0.6421649298264345,0.7626666369803032,76.7183619446132,15.049292611585056
"[5.40, 5.70)",5.550000000000001,5.541152441678032,16,0,0,0,0.6143419870796077,0.6801029214337841,0.0,144.3144713066144,26.044125806961468
"[5.70, 6.00)",5.85,5.933342655557044,12,3,0,0,0.7828138361197242,0.6197901040814591,0.0,68.21555960828258,11.496986364742193
"[6.00, 6.30)",6.15,6.127764086796834,4,0,0,0,0.748990838402026,0.8058951132841956,0.0,32.725442142232,5.340519262604081
"[6.30, 6.60)",6.449999999999999,6.357421877559964,5,0,0,0,0.7458066091795966,0.6642713625692233,0.0,42.62111517457096,6.7041508327475245
"[6.60, 6.90)",6.75,6.797286026238108,4,0,0,0,0.5931282633589715,0.6241049981810339,0.0,45.840243644732695,6.743903885725187
"[6.90, 7.50)",7.2,7.0191102027893075,2,0,0,0,0.6091046094505124,0.5769780479826139,0.0,23.047306140472035,3.283508233182223
"[7.50, 8.80)",8.15,8.225030988238704,1,0,0,0,0.7742178283200112,0.0,0.0,10.623665184882583,1.2916261592295253
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0.0,0.72901549803552,0.0,0.0,0.0
