Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.036617840121418,1400,187,1282,157,35,4,0.7122261566781074,0.693883593677944,0.6226402180843855,6512.254839753859,1613.2948665653164
"[4.20, 4.50)",4.35,4.345583492038175,930,97,800,65,25,5,0.6890677119187452,0.6825465731196126,0.7649657153691894,4981.052844376133,1146.2333777505926
"[4.50, 4.80)",4.65,4.63686611959019,592,36,590,29,15,1,0.69516188165727,0.6782432390908127,0.7027811965256932,3539.3837307638873,763.3137639688207
"[4.80, 5.10)",4.949999999999999,4.950192197384014,467,9,375,14,9,0,0.6805661580289302,0.6655010864602176,0.678920066438117,3221.247720406131,650.7318487771921
"[5.10, 5.40)",5.25,5.23352854807654,278,5,267,6,4,0,0.6881079109664813,0.6614087698971227,0.663743646618256,2060.681694229672,393.7461457026019
"[5.40, 5.70)",5.550000000000001,5.534141852784054,205,7,159,3,3,0,0.6778129505977148,0.6653675147695287,0.639316504137238,1570.0911712978716,283.7099613751331
"[5.70, 6.00)",5.85,5.839421334226727,104,3,100,4,5,0,0.6932109424790028,0.6926123825089963,0.6420650983707316,737.4395176681207,126.28640330262701
"[6.00, 6.30)",6.15,6.133780698679864,78,0,72,1,5,0,0.6895446306713338,0.6620761255522192,0.8095096054803456,628.1763969358178,102.41259474291547
"[6.30, 6.60)",6.449999999999999,6.435343731715132,45,0,39,0,1,0,0.6651535661043716,0.6406835694292471,0.719994722624269,426.4561927970708,66.26781887273219
"[6.60, 6.90)",6.75,6.724354288736216,31,0,24,0,0,0,0.6601843656323335,0.6621827792222164,0.0,311.3062410739518,46.29533598421673
"[6.90, 7.50)",7.2,7.127709411187655,25,0,22,0,0,0,0.6878181422617987,0.6667657456404535,0.0,263.99127201052136,37.03732248065003
"[7.50, 8.80)",8.15,7.7116447435707185,10,0,8,0,0,0,0.6863524595623024,0.6276241850314865,0.0,121.58585301882243,15.766526734804513
"[8.80, 10.00)",9.4,8.891372680664062,1,0,0,0,0,0,0.0,0.6863403159022141,0.0,12.95475797451312,1.4570031467340967
