Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.20)",4.05,4.03536112432159,1282,157,35,4,0.7122261566781074,0.693883593677944,0.6226402180843855,5388.970775225981,1335.4370548762113
"[4.20, 4.50)",4.35,4.345213144368821,800,65,25,5,0.6890677119187452,0.6825465731196126,0.7649657153691894,4077.835712165429,938.4662102134391
"[4.50, 4.80)",4.65,4.637961718904111,590,29,15,1,0.69516188165727,0.6782432390908127,0.7027811965256932,3289.8526537726834,709.3315670035397
"[4.80, 5.10)",4.949999999999999,4.953883357651708,375,14,9,0,0.6805661580289302,0.6655010864602176,0.678920066438117,2305.7503429010662,465.44300227409116
"[5.10, 5.40)",5.25,5.237263839562283,267,6,4,0,0.6881079109664813,0.6614087698971227,0.663743646618256,1831.746552154471,349.75258231549464
"[5.40, 5.70)",5.550000000000001,5.541861496667459,159,3,3,0,0.6778129505977148,0.6653675147695287,0.639316504137238,1147.9631060477036,207.1439545607589
"[5.70, 6.00)",5.85,5.8244985800330396,100,4,5,0,0.6932109424790028,0.6926123825089963,0.6420650983707316,584.2170969242228,100.30341477410212
"[6.00, 6.30)",6.15,6.123660276698646,72,1,5,0,0.6895446306713338,0.6620761255522192,0.8095096054803456,445.079130191677,72.68187817101206
"[6.30, 6.60)",6.449999999999999,6.435448747133748,39,0,1,0,0.6651535661043716,0.6406835694292471,0.719994722624269,333.50497648993985,51.82311126919905
"[6.60, 6.90)",6.75,6.686330949249049,24,0,0,0,0.6601843656323335,0.6621827792222164,0.0,243.07140722466968,36.353481314287826
"[6.90, 7.50)",7.2,7.151652329731615,22,0,0,0,0.6878181422617987,0.6667657456404535,0.0,228.7470213226941,31.98519877311744
"[7.50, 8.80)",8.15,7.9035410276913565,8,0,0,0,0.6863524595623024,0.6276241850314865,0.0,92.1222432303259,11.655818943377465
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0.0,0.6863403159022141,0.0,0.0,0.0
