Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.046407839647565,1285,188,1138,183,46,11,0.7115473266370669,0.6867298956440331,0.7741211835801851,5973.705384501081,1476.2983913705991
"[4.20, 4.50)",4.35,4.352171081183007,1049,142,1019,130,40,7,0.7026046001484241,0.6811444281202572,0.6798268064765728,5240.2171538677585,1204.046682935856
"[4.50, 4.80)",4.65,4.6410375799287555,950,85,870,81,26,2,0.6880544844810553,0.6723577452841254,0.7130098846676219,5542.4750842887615,1194.2318907863366
"[4.80, 5.10)",4.949999999999999,4.944917074043852,732,53,634,43,22,3,0.686660461554828,0.667050726521901,0.7278956291031138,4681.631965324013,946.756415774526
"[5.10, 5.40)",5.25,5.2388694538706755,471,33,436,21,7,1,0.6928873104731722,0.6857010610675133,0.5772288641039678,3178.7623679219273,606.7649510856463
"[5.40, 5.70)",5.550000000000001,5.529133376230865,297,9,241,8,10,0,0.6840337464242021,0.6628706409501255,0.735757172904261,2205.9008980209373,398.95961047057796
"[5.70, 6.00)",5.85,5.838967978790114,208,5,188,3,4,0,0.6663965240742749,0.6487204290906169,0.6587066610563085,1724.0361613945745,295.2638493064334
"[6.00, 6.30)",6.15,6.1235755613133325,123,2,114,3,2,0,0.7016014354048272,0.6655156559774031,0.7466437526370184,1062.5200101703426,173.51300715271364
"[6.30, 6.60)",6.449999999999999,6.453749296057941,81,1,77,1,4,0,0.6626649474711845,0.6607828426667108,0.6636184518158479,683.054371229257,105.83838012525186
"[6.60, 6.90)",6.75,6.7346957734187125,49,1,39,0,0,0,0.6956271944881351,0.6375664785799426,0.0,501.6340882846839,74.48504062567936
"[6.90, 7.50)",7.2,7.194560504586457,43,1,30,0,0,0,0.6632765362169829,0.6154991527362349,0.0,486.28689773905165,67.5909108595374
"[7.50, 8.80)",8.15,7.775074794788284,15,0,15,0,0,0,0.6918943530182837,0.6533298970780845,0.0,176.10138509175587,22.64947794583256
"[8.80, 10.00)",9.4,8.891241175534661,1,0,0,0,0,0,0.0,0.7770996071435298,0.0,11.441572089088002,1.2868363216342493
