Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,3.959101213683969,24,7,31,8,5,0,0.6772836735438605,0.7086328492998157,0.6556773811234649,24.98151990189914,6.309896755242
"[4.20, 4.50)",4.35,4.344763284309592,109,27,128,36,2,4,0.6832788247652638,0.7049035596629318,0.22444597089768148,584.3538392375974,134.49612809698897
"[4.50, 4.80)",4.65,4.656436049674914,307,40,273,53,9,3,0.6776721354001957,0.6761145115744359,0.6783795623145545,1724.3759011459563,370.3209670980754
"[4.80, 5.10)",4.949999999999999,4.953175602447917,368,38,370,56,15,4,0.6546272773154727,0.6386269582079528,0.5914732351730972,2317.8098641744405,467.9442140167516
"[5.10, 5.40)",5.25,5.255652739571897,330,46,325,39,12,2,0.6685586568928021,0.6876941694910926,0.6426668164161029,1953.9215355571564,371.7752356135148
"[5.40, 5.70)",5.550000000000001,5.5531510172929215,216,23,188,21,5,5,0.6779601113452007,0.689965491922774,0.0,1533.8016167001222,276.2038366908717
"[5.70, 6.00)",5.85,5.839619797894483,163,10,146,6,3,1,0.6490669443698607,0.6577363360994265,0.7026702991602072,1302.9103109039568,223.115606151916
"[6.00, 6.30)",6.15,6.127018872122624,95,6,99,3,4,1,0.6491925642066326,0.66586560627564,0.7542114190928434,751.039798424586,122.57833933591235
"[6.30, 6.60)",6.449999999999999,6.426854863961219,73,1,58,2,2,0,0.6973426897450091,0.6206722823842893,0.8145971194959423,702.5808313379029,109.31954217258676
"[6.60, 6.90)",6.75,6.746504301542323,32,0,27,1,0,0,0.6713927552074936,0.6338466749127979,0.0,336.8662101341259,49.931964033153385
"[6.90, 7.50)",7.2,7.089609050060698,25,0,35,0,2,0,0.6297939993913341,0.6328980968311866,0.6624568333157623,226.15247932152997,31.899146726517134
"[7.50, 8.80)",8.15,7.75583436294426,10,0,3,0,0,0,0.6401662932555001,0.6116745267621982,0.0,126.27732615254824,16.281591411476587
"[8.80, 10.00)",9.4,9.145423889160158,0,0,1,0,0,0,0.8246430656544564,0.0,0.0,-0.15849110512896386,-0.017330099408166242
