Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.20)",4.05,4.611711874175867,31,8,5,0,0.6772836735438605,0.7086328492998157,0.6556773811234649,-15.821366022622755,-3.4306926482587556
"[4.20, 4.50)",4.35,4.35876199968562,128,36,2,4,0.6832788247652638,0.7049035596629318,0.22444597089768148,777.3238671118247,178.33592822179554
"[4.50, 4.80)",4.65,4.6545105138071055,273,53,9,3,0.6776721354001957,0.6761145115744359,0.6783795623145545,1309.19479343605,281.2744303729607
"[4.80, 5.10)",4.949999999999999,4.931641455178632,370,56,15,4,0.6546272773154727,0.6386269582079528,0.5914732351730972,1915.821866716005,388.4754972817891
"[5.10, 5.40)",5.25,5.246412996614775,325,39,12,2,0.6685586568928021,0.6876941694910926,0.6426668164161029,1844.0738192257734,351.49230920548075
"[5.40, 5.70)",5.550000000000001,5.530660403734753,188,21,5,5,0.6779601113452007,0.689965491922774,0.0,1362.3519613728704,246.32717648924876
"[5.70, 6.00)",5.85,5.8419043182837145,146,6,3,1,0.6490669443698607,0.6577363360994265,0.7026702991602072,1178.5370509341105,201.73850626850927
"[6.00, 6.30)",6.15,6.137361299088439,99,3,4,1,0.6491925642066326,0.66586560627564,0.7542114190928434,787.8712250582944,128.37295812702345
"[6.30, 6.60)",6.449999999999999,6.4594577908232065,58,2,2,0,0.6973426897450091,0.6206722823842893,0.8145971194959423,440.9655815677923,68.2666557856081
"[6.60, 6.90)",6.75,6.742345569560166,27,1,0,0,0.6713927552074936,0.6338466749127979,0.0,261.10050108358354,38.72546999999235
"[6.90, 7.50)",7.2,7.085666959257579,35,0,2,0,0.6297939993913341,0.6328980968311866,0.6624568333157623,288.8885473900489,40.770833437579185
"[7.50, 8.80)",8.15,7.632147153218588,3,0,0,0,0.6401662932555001,0.6116745267621982,0.0,35.76639648304233,4.6862823482064435
"[8.80, 10.00)",9.4,9.145423889160156,1,0,0,0,0.8246430656544564,0.0,0.0,11.090160422196881,1.21264586055347
