Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.20)",4.05,4.04644575326102,1451,208,55,16,0.7092827378831389,0.6862162657067682,0.7391285637554156,6044.423975857384,1493.7612770382993
"[4.20, 4.50)",4.35,4.345117552149275,1090,121,49,6,0.6917747472124001,0.6793655751537742,0.6743478232450151,4727.899700112406,1088.0947738166005
"[4.50, 4.80)",4.65,4.640997399928389,857,53,24,3,0.688285329356193,0.6730955942217577,0.6812818076040505,4719.822999327114,1016.9846247705163
"[4.80, 5.10)",4.949999999999999,4.934768963376419,649,36,17,0,0.6964300774641072,0.6726655520057415,0.6793056890096976,3738.084829530834,757.4994609217123
"[5.10, 5.40)",5.25,5.237358908200521,416,12,12,1,0.6817045905355832,0.6686876666781262,0.6728815877423113,2684.028611985268,512.4775023118399
"[5.40, 5.70)",5.550000000000001,5.514878557137291,297,7,6,0,0.6712913489822524,0.6565515108240765,0.634528644334182,2126.757188797549,385.6398951968081
"[5.70, 6.00)",5.85,5.842538510177901,161,4,5,1,0.6893536699311403,0.6570876595705449,0.6203545222807504,1145.9233082161854,196.13448952368017
"[6.00, 6.30)",6.15,6.154654193542368,136,2,2,0,0.7067409273166064,0.6547851041776336,0.7562099915126078,1087.1276601572424,176.6350514538878
"[6.30, 6.60)",6.449999999999999,6.430092866373117,83,0,1,0,0.6736869782663197,0.6568246333456225,0.5444767180918152,734.2998031448594,114.197386943657
"[6.60, 6.90)",6.75,6.747286707606387,40,0,1,0,0.6775969922721466,0.6403863011660472,0.587882941893964,342.0321549682252,50.69180691293935
"[6.90, 7.50)",7.2,7.11412714311231,32,1,2,0,0.627112059845819,0.6596554656654404,0.7160717568479474,254.2475541872879,35.73840459590927
"[7.50, 8.80)",8.15,7.754256170380623,9,0,1,0,0.6899805708497673,0.5914628271637022,0.708220760513737,47.46121625276011,6.120666535889082
"[8.80, 10.00)",9.4,9.149063110351562,1,0,0,0,0.7640159243172254,0.40637066168481695,0.0,11.974963896894902,1.308873242260841
