Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.20)",4.05,4.126325865895278,6,0,0,0,0.656334747290152,0.6267210521552973,0.0,37.72153660550702,9.141676598370807
"[4.20, 4.50)",4.35,4.3688814289447135,50,16,0,1,0.761512540436893,0.6131069308932554,0.5037516295581507,237.5851524122163,54.38123150657446
"[4.50, 4.80)",4.65,4.664444111692243,145,30,7,4,0.7152886675363198,0.6971082461470078,0.9709575187547091,679.2590115282002,145.6248580244576
"[4.80, 5.10)",4.949999999999999,4.946898640938573,220,53,10,4,0.7056119848420304,0.6546933552130338,0.578495984321296,919.2326302281924,185.8199847922873
"[5.10, 5.40)",5.25,5.230198185918228,230,26,9,2,0.6508089829678321,0.6566546012270829,0.5025919553673605,1282.2672459520682,245.16609129735104
"[5.40, 5.70)",5.550000000000001,5.525719154812748,150,17,8,1,0.6815808420648194,0.6546875514553626,0.6367201697926873,780.3987711979548,141.23026330758216
"[5.70, 6.00)",5.85,5.831245654328243,121,8,5,0,0.655104961398526,0.6373747447486208,0.6093310146321964,771.2268685481205,132.25765372715472
"[6.00, 6.30)",6.15,6.148469135853639,88,5,0,0,0.6218961447408976,0.6586321835187687,0.0,820.5918988104828,133.46279873560002
"[6.30, 6.60)",6.449999999999999,6.449691036566831,42,1,1,0,0.6603013683438075,0.644056875552372,0.6273527253213024,350.07154138439216,54.277257530577025
"[6.60, 6.90)",6.75,6.749440569401919,27,1,0,0,0.6795906103329323,0.6233544282051834,0.0,258.2223063948446,38.25832729981741
"[6.90, 7.50)",7.2,7.138045307732934,19,1,0,0,0.6284726117541019,0.6505769510474627,0.0,204.43980077442768,28.64086622607309
"[7.50, 8.80)",8.15,7.904719560995596,9,0,0,0,0.596254060343721,0.6464597612573981,0.0,119.31570915919474,15.094236833895595
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0
