Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.072950202933138,364,61,395,84,19,5,0.7191223603820287,0.6801013174223312,0.6980500530588566,1605.2262878572415,394.11881016891306
"[4.20, 4.50)",4.35,4.3555373534794155,599,89,548,92,26,4,0.6926130092967144,0.6787273294530718,0.6742288672186132,2911.3397082877113,668.4226243547174
"[4.50, 4.80)",4.65,4.649059118922219,674,85,657,103,25,9,0.692618805314708,0.6744175028891654,0.7532180714906547,3784.416980776892,814.0178225253942
"[4.80, 5.10)",4.949999999999999,4.947096755597148,565,71,525,41,21,4,0.6715267606973353,0.6911206117281521,0.750874111119914,3232.586168693712,653.4309572652611
"[5.10, 5.40)",5.25,5.241408010625066,418,32,388,42,10,1,0.6780851196460663,0.6711672395077062,0.6356286243574738,2808.863601157821,535.8986736891809
"[5.40, 5.70)",5.550000000000001,5.541491826111368,293,18,283,20,10,2,0.664026495326617,0.6688548020573832,0.6260500121558942,2087.351733455584,376.676858679108
"[5.70, 6.00)",5.85,5.829976320177909,183,9,163,11,1,1,0.6709714247745445,0.6481247820515558,0.0,1546.2807990529643,265.22934470611665
"[6.00, 6.30)",6.15,6.143017026759356,135,3,103,2,2,2,0.671607619203301,0.6560875961298054,0.0,1222.7274045965867,199.04346663379113
"[6.30, 6.60)",6.449999999999999,6.436219354010519,71,0,61,3,2,0,0.6549904356505781,0.6608812048714544,0.5993733668239714,634.887173622133,98.64287382103034
"[6.60, 6.90)",6.75,6.717850866771604,36,1,40,1,1,0,0.6229964211447098,0.6561680854233737,0.7022369915402852,330.74958832592404,49.234434476940436
"[6.90, 7.50)",7.2,7.148669195880191,47,0,31,2,0,0,0.6826110562636288,0.6405115362047502,0.0,520.220853327347,72.77170604385394
"[7.50, 8.80)",8.15,7.6376404525963215,7,0,2,0,0,0,0.5348996189290152,0.5811329016977471,0.0,91.59060376777484,11.992002547938709
"[8.80, 10.00)",9.4,8.875073432922363,1,0,0,0,0,0,0.0,0.6822173869445134,0.0,13.009157495489333,1.4658084345794204
