Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.036979346976073,1596,228,1451,208,55,16,0.7092827378831389,0.6862162657067682,0.7391285637554156,7466.4745405478225,1849.5201235400514
"[4.20, 4.50)",4.35,4.341881983971311,1168,148,1090,121,49,6,0.6917747472124001,0.6793655751537742,0.6743478232450151,5807.713166360918,1337.6027233814589
"[4.50, 4.80)",4.65,4.643257820627448,948,73,857,53,24,3,0.688285329356193,0.6730955942217577,0.6812818076040505,5635.832138930257,1213.7667897512272
"[4.80, 5.10)",4.949999999999999,4.93596270595516,706,36,649,36,17,0,0.6964300774641072,0.6726655520057415,0.6793056890096976,4575.785043825284,927.0299061021416
"[5.10, 5.40)",5.25,5.248278502262189,453,19,416,12,12,1,0.6817045905355832,0.6686876666781262,0.6728815877423113,3168.396442506733,603.7020408008159
"[5.40, 5.70)",5.550000000000001,5.528335452294729,308,5,297,7,6,0,0.6712913489822524,0.6565515108240765,0.634528644334182,2399.3370816387383,434.0071441653942
"[5.70, 6.00)",5.85,5.85050848503163,209,6,161,4,5,1,0.6893536699311403,0.6570876595705449,0.6203545222807504,1703.3476290624426,291.1452283883379
"[6.00, 6.30)",6.15,6.155550199409429,124,1,136,2,2,0,0.7067409273166064,0.6547851041776336,0.7562099915126078,1102.91918722912,179.1747531089805
"[6.30, 6.60)",6.449999999999999,6.431127364869782,84,4,83,0,1,0,0.6736869782663197,0.6568246333456225,0.5444767180918152,745.3427734053691,115.896130043517
"[6.60, 6.90)",6.75,6.718606469174626,49,1,40,0,1,0,0.6775969922721466,0.6403863011660472,0.587882941893964,472.15420843376086,70.27561602246433
"[6.90, 7.50)",7.2,7.1566784071620955,38,0,32,1,2,0,0.627112059845819,0.6596554656654404,0.7160717568479474,362.1394144478872,50.601605080573925
"[7.50, 8.80)",8.15,7.8892612749935385,7,0,9,0,1,0,0.6899805708497673,0.5914628271637022,0.708220760513737,66.78148855307437,8.464859538211842
"[8.80, 10.00)",9.4,9.38971602439433,0,1,1,0,0,0,0.7640159243172254,0.40637066168481695,0.0,-23.281921707177148,-2.479512867768428
