pT Bin,pT Center,LD2 Mass Centroid,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[0.00, 0.32)",0.16,4.976032225261623,3153,95,2771,79,75,2,0.6992003273724983,0.6820036513274537,0.7042301367773511,20985.0186997065,4217.219211960224
"[0.32, 0.49)",0.405,4.9967177196827555,3385,130,2956,89,92,9,0.6994569883819698,0.6846835114388921,0.7504543334635374,22333.685971354593,4469.671337121796
"[0.49, 0.63)",0.56,5.021371119501672,3102,124,2807,138,104,9,0.6975490118146974,0.6807689503170253,0.7085588184988408,20317.496764204414,4046.204966865853
"[0.63, 0.77)",0.7,5.017167668545977,3004,174,2686,152,85,13,0.6944209913665242,0.6797784246924904,0.7213107873825474,19603.143577901425,3907.213167460796
"[0.77, 0.95)",0.86,5.044610751525538,3450,247,2991,235,113,14,0.6935996294883808,0.6757675704023808,0.6928276819544127,22153.15268622852,4391.449365945469
"[0.95, 1.18)",1.065,5.0837375575638815,3030,341,2763,319,93,19,0.6873913888881276,0.670609481690114,0.6377785128299783,18922.66550804075,3722.1955881429217
"[1.18, 1.80)",1.49,5.183805320568687,3085,587,2871,538,167,39,0.6744533760663959,0.6635757723872399,0.6653980941472236,17224.23925154116,3322.701796534979
