Roadset Std Dev - LH2 _geom - Stat Inverse Weights
Bin Index,Mean Cross Section,Standard Deviation,Relative Sys Error (%)
0,0.001794283108267931,0.00029034418326269267,16.18162607254156
1,0.0038716815368464693,0.0005108676992223467,13.194982447819159
2,0.004383052700292538,0.0005364607696340088,12.239432338976982
3,0.004765587133712038,0.0006506008505750687,13.652060749717087
4,0.00431252672738689,0.0005333325122211352,12.367054071437602
5,0.0037214911731422366,0.0006620187184971405,17.789071307622255
6,0.001852997694382266,0.00024826160703819396,13.397836802001903
7,0.0,0.0,0.0
