Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.022865164151296,418,55,483,60,11,1,0.7047868471679366,0.659106977840857,0.669595346666359,2045.6004993761462,508.4934284163876
"[4.20, 4.50)",4.35,4.339658211965268,316,27,270,21,4,0,0.6731571294768517,0.6735254996489297,0.7048585761548277,1783.6137080360668,411.0032682109164
"[4.50, 4.80)",4.65,4.655288883479153,212,14,204,13,3,0,0.6858423015426073,0.6869643763652111,0.695463456205578,1277.9607447246226,274.51803243830756
"[4.80, 5.10)",4.949999999999999,4.943775589039413,140,8,138,1,2,0,0.6911178036579935,0.6594167683682182,0.5360015303914611,934.0297597404566,188.93045263042384
"[5.10, 5.40)",5.25,5.241813053024717,85,1,68,2,1,0,0.6785505766758799,0.6841674516235724,0.6363653008359684,617.714246379084,117.84362397713525
"[5.40, 5.70)",5.550000000000001,5.551054663019682,65,1,55,0,1,0,0.6694015862784408,0.6562786452131948,0.8663203839922778,520.3702188986903,93.74258595674095
"[5.70, 6.00)",5.85,5.852602953889975,40,0,33,0,0,0,0.6743823000851111,0.6455124894153715,0.0,358.5711320300989,61.26694991188015
"[6.00, 6.30)",6.15,6.145522064185046,18,1,26,0,0,0,0.649139661914181,0.611356990453306,0.0,167.3707752642234,27.23459024573827
"[6.30, 6.60)",6.449999999999999,6.466603007961553,10,0,23,0,0,0,0.7188765953775814,0.6522401036916095,0.0,96.18775240092802,14.874541128085884
"[6.60, 6.90)",6.75,6.775958066418354,7,0,7,0,1,0,0.6265299324085737,0.6622507902960849,0.6779017545347131,48.001951886567205,7.084157165090036
"[6.90, 7.50)",7.2,7.022822387964018,5,1,3,0,0,0,0.5901381103444744,0.6522166262747028,0.0,42.560282885550066,6.060281826077719
"[7.50, 8.80)",8.15,7.749362028445158,2,0,3,0,0,0,0.6141852884107264,0.653757752232766,0.0,23.16618899421932,2.9894317634386494
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
