Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.2)",4.05,4.034105585911519,1553,178,47,6,0.6877579833557577,0.692508332834522,0.6782555160696154,6869.512891285449,1702.8589720794978
"[4.20, 4.5)",4.35,4.34852703255051,1002,67,16,3,0.6797979406733917,0.6831707218939188,0.7312659683224301,5601.962481069865,1288.2436832373069
"[4.50, 4.8)",4.65,4.639813763014772,657,40,20,0,0.6923918007999689,0.665524624539456,0.6698417834952326,3455.3483186393587,744.7170285546562
"[4.80, 5.1)",4.949999999999999,4.942202946817345,476,17,7,1,0.6783371414631494,0.6720918578957157,0.7690896804990072,3155.1180626186306,638.4031769983155
"[5.10, 5.4)",5.25,5.242443728593922,366,12,6,0,0.6725429580645399,0.6688553574885601,0.6686244121493936,2528.752420484209,482.3613855293487
"[5.40, 5.7)",5.550000000000001,5.540487269181219,233,3,8,0,0.686456562842089,0.6670904448998972,0.6781430215328019,1535.8897103806814,277.2120277081076
"[5.70, 6.0)",5.85,5.837779129471184,125,2,3,0,0.6916155498125286,0.6640909336705773,0.7303552223586657,920.6433512663332,157.70438223991692
"[6.00, 6.3)",6.15,6.128538498388845,72,1,2,0,0.6807521699945516,0.6601273742840527,0.7508607619208789,559.1454849876518,91.236350254575
"[6.30, 6.6)",6.449999999999999,6.432854703903233,55,0,1,0,0.6785126436023742,0.6642816837559173,0.8365039721334238,483.7390199344075,75.19818839385435
"[6.60, 6.9)",6.75,6.69463998129171,24,0,0,0,0.6687476158495714,0.6494229189424218,0.0,240.25709511784274,35.88797841097437
"[6.90, 7.5)",7.2,7.111568028220381,23,0,0,0,0.6565992192551267,0.6120423100263795,0.0,249.11096427227687,35.028978599901706
"[7.50, 8.8)",8.15,7.832692892957681,13,0,0,0,0.6441787469867184,0.6708707356203185,0.0,158.0694924890921,20.180734090980547
"[8.80, 10.0)",9.4,9.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0
