Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.052220180520781,778,140,784,128,31,6,0.7099029480331193,0.7114834244619946,0.6759894567261594,3242.2708731438993,800.1220883133776
"[4.20, 4.50)",4.35,4.353077162711387,913,126,843,133,29,3,0.7013408907957338,0.6743224132479715,0.657934205906247,4629.604021561093,1063.5244560373164
"[4.50, 4.80)",4.65,4.652479531991858,780,104,740,91,23,3,0.6830067667744361,0.6819448378116623,0.6226552793813305,4211.781463400097,905.2767313512315
"[4.80, 5.10)",4.949999999999999,4.941794665547058,694,53,628,42,9,2,0.6762949601420118,0.665972355204126,0.6664106570806834,4578.249326997464,926.4345519889484
"[5.10, 5.40)",5.25,5.242231368529836,446,21,438,21,7,1,0.6797928379468993,0.6565334244199871,0.7200816634184665,3249.0556611312054,619.7848650168203
"[5.40, 5.70)",5.550000000000001,5.550013998733007,291,15,308,10,7,0,0.6736761463600263,0.6611933816987045,0.6438665787359726,2145.5870966463845,386.5912945690214
"[5.70, 6.00)",5.85,5.847003035933309,207,6,169,9,3,0,0.6843983434197288,0.6576303444685839,0.6667976379996859,1708.2433698560415,292.1570861786578
"[6.00, 6.30)",6.15,6.123379680751256,128,7,112,5,0,0,0.693594422101383,0.6769734524860187,0.0,1080.9725859412072,176.53202027292653
"[6.30, 6.60)",6.449999999999999,6.418905841051567,87,1,78,1,2,0,0.6903513612726526,0.6413767912964811,0.5730301268661684,799.9414444501914,124.62271051465406
"[6.60, 6.90)",6.75,6.725063862317434,48,0,47,0,0,0,0.6451241929411786,0.6310730883803901,0.0,504.512613825002,75.0197506155947
"[6.90, 7.50)",7.2,7.163049545599939,34,0,28,0,0,0,0.6262015194361131,0.6495661659214903,0.0,370.3555403454223,51.70361282408292
"[7.50, 8.80)",8.15,7.848751366216037,16,0,15,0,0,0,0.6500641908623379,0.6403109953927106,0.0,193.53525308891116,24.658094524685712
"[8.80, 10.00)",9.4,9.111923217773438,0,0,1,0,0,0,0.6470337242061737,0.0,0.0,-0.20125663152442774,-0.022087173773793742
