Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.036855292694622,1400,187,1282,157,27,4,0.7122261566781074,0.693883593677944,0.6241136198668589,6630.384172848695,1642.4626824864158
"[4.20, 4.50)",4.35,4.345753870378042,930,97,800,65,17,4,0.6890677119187452,0.6825465731196126,0.7412079268383699,5065.577938562062,1165.638480607601
"[4.50, 4.80)",4.65,4.636859973053811,592,36,590,29,6,1,0.69516188165727,0.6782432390908127,0.6936722306527824,3672.295820879135,791.979020764041
"[4.80, 5.10)",4.949999999999999,4.949385014094069,467,9,375,14,4,0,0.6805661580289302,0.6655010864602176,0.671644149502016,3302.1996054884826,667.1939233025931
"[5.10, 5.40)",5.25,5.234278383501266,278,5,267,6,2,0,0.6881079109664813,0.6614087698971227,0.5930337845981315,2092.299718503858,399.73030954924025
"[5.40, 5.70)",5.550000000000001,5.534141852784054,205,7,159,3,3,0,0.6778129505977148,0.6653675147695287,0.639316504137238,1570.0911712978716,283.7099613751331
"[5.70, 6.00)",5.85,5.843621376171093,104,3,100,4,3,0,0.6932109424790028,0.6926123825089963,0.6193561369339782,776.7562869080639,132.9237876491267
"[6.00, 6.30)",6.15,6.133105005871864,78,0,72,1,4,0,0.6895446306713338,0.6620761255522192,0.8267129514558973,646.6124659581632,105.42987040644067
"[6.30, 6.60)",6.449999999999999,6.435343731715132,45,0,39,0,1,0,0.6651535661043716,0.6406835694292471,0.719994722624269,426.4561927970708,66.26781887273219
"[6.60, 6.90)",6.75,6.724354288736216,31,0,24,0,0,0,0.6601843656323335,0.6621827792222164,0.0,311.3062410739518,46.29533598421673
"[6.90, 7.50)",7.2,7.127709411187655,25,0,22,0,0,0,0.6878181422617987,0.6667657456404535,0.0,263.99127201052136,37.03732248065003
"[7.50, 8.80)",8.15,7.7116447435707185,10,0,8,0,0,0,0.6863524595623024,0.6276241850314865,0.0,121.58585301882243,15.766526734804513
"[8.80, 10.00)",9.4,8.891372680664062,1,0,0,0,0,0,0.0,0.6863403159022141,0.0,12.95475797451312,1.4570031467340967
