Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.2)",4.05,4.192265510559082,1,0,0,0,0,0,0.0,0.50083468945915,0.0,8.370557389078416,1.9966668065263156
"[4.20, 4.5)",4.35,4.461532699369634,7,2,3,2,0,0,1.91925647191876,0.6132418836500554,0.0,36.3433929216061,8.145943416875781
"[4.50, 4.8)",4.65,4.675830557151325,43,11,61,12,4,1,0.6838549808865891,0.6743358324232703,0.596197168876092,164.0470785726727,35.08405117926595
"[4.80, 5.1)",4.949999999999999,4.958659318374387,132,15,131,34,4,2,0.7074994863649842,0.6287603790800178,0.6064503437573174,876.1203480070782,176.68492464497427
"[5.10, 5.4)",5.25,5.240112647784953,147,31,148,29,6,1,0.7061392490839498,0.68569574063468,0.5648996177244976,769.2752369307116,146.80509535532443
"[5.40, 5.7)",5.550000000000001,5.543640923085529,128,24,130,21,3,0,0.6504566716479754,0.6888362898753424,0.5690940587990595,757.8047957038757,136.69803044929
"[5.70, 6.0)",5.85,5.829064435989665,109,11,89,7,4,0,0.6506708741649324,0.6474908852293372,0.584560193180918,781.812962412759,134.12323212378797
"[6.00, 6.3)",6.15,6.12893688751053,54,2,70,2,2,1,0.6436996832139811,0.6203854828872386,0.5679322908671118,480.1342114538076,78.33890612125882
"[6.30, 6.6)",6.449999999999999,6.422493900115261,48,2,37,3,1,0,0.6442020305890396,0.6150280759906728,0.7615319420639395,456.49903814885005,71.07815830555441
"[6.60, 6.9)",6.75,6.722384236638357,24,1,11,2,0,0,0.5558448320816294,0.6416911698534805,0.0,239.39345377647194,35.611391040656244
"[6.90, 7.5)",7.2,7.145987278310544,14,0,12,0,0,0,0.5951382591354841,0.6402425027532842,0.0,154.20009116575608,21.578556630485927
"[7.50, 8.8)",8.15,7.698058859479876,6,0,10,0,0,0,0.6042674715953527,0.6419224136207657,0.0,70.13255191539213,9.110420327460405
"[8.80, 10.0)",9.4,9.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
