Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.2)",4.05,4.036617088216187,145,21,136,11,1,1,0.6859315015033405,0.664655307142431,0.0,742.5701683438541,183.958535604377
"[4.20, 4.5)",4.35,4.369902005454062,75,9,74,7,0,0,0.6829076460141135,0.6385083006249963,0.0,445.57190297914985,101.96382033808375
"[4.50, 4.8)",4.65,4.647111473606703,59,4,44,6,2,0,0.6998350502404663,0.7015230961538311,0.7085583821501374,331.15456524094725,71.26030161353812
"[4.80, 5.1)",4.949999999999999,4.932055166243314,33,2,33,4,0,0,0.7658780115136171,0.6774758316907945,0.0,223.01251692979227,45.21695508520805
"[5.10, 5.4)",5.25,5.229253818931676,26,1,17,2,0,0,0.6983814404908024,0.6421649298264345,0.0,201.97396771049284,38.62386005805999
"[5.40, 5.7)",5.550000000000001,5.546684284993264,15,0,16,0,0,0,0.6143419870796077,0.6801029214337841,0.0,120.2703356466071,21.683284908067048
"[5.70, 6.0)",5.85,5.853677168106571,12,0,12,3,0,0,0.7828138361197242,0.6197901040814591,0.0,112.37355710423303,19.197088236518066
"[6.00, 6.3)",6.15,6.100423899992204,2,0,4,0,0,0,0.748990838402026,0.8058951132841956,0.0,14.673901007217019,2.405390387254199
"[6.30, 6.6)",6.449999999999999,6.415818586073146,6,0,5,0,0,0,0.7458066091795966,0.6642713625692233,0.0,57.33588159018498,8.93664320787441
"[6.60, 6.9)",6.75,6.798872180656785,3,0,4,0,0,0,0.5931282633589715,0.6241049981810339,0.0,32.026123808342675,4.71050535402901
"[6.90, 7.5)",7.2,7.282015415875551,3,0,2,0,0,0,0.6091046094505124,0.5769780479826139,0.0,37.52116319156849,5.1525794781714485
"[7.50, 8.8)",8.15,8.225030988238704,0,0,1,0,0,0,0.7742178283200112,0.0,0.0,-0.15182435344236425,-0.018458818411683054
"[8.80, 10.0)",9.4,8.801312446594238,1,0,0,0,0,0,0.0,0.72901549803552,0.0,12.072874267160516,1.3717129508147667
