Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.20)",4.05,4.027261287684594,291,35,275,40,3,0,0.7051182519756484,0.6776703357998738,0.5003638546777283,1447.7309887754318,359.4827564833223
"[4.20, 4.50)",4.35,4.320401624718948,170,14,152,12,2,2,0.6645429202416961,0.6929423751124897,0.0,959.6312487011863,222.1162132730224
"[4.50, 4.80)",4.65,4.62246079654446,106,5,90,9,4,0,0.6869788742528747,0.6707070488398091,0.6836833530996269,627.3145508688782,135.71008570539524
"[4.80, 5.10)",4.949999999999999,4.931063586570966,83,1,61,3,1,0,0.6830949241519475,0.6736773275246053,0.843132135621333,581.038163380288,117.8322187859554
"[5.10, 5.40)",5.25,5.235426573693265,62,1,42,1,0,0,0.7158724487093262,0.6165377329569626,0.0,513.7058761884454,98.12111180580614
"[5.40, 5.70)",5.550000000000001,5.481895879514756,39,0,29,0,1,0,0.6974784899050257,0.6269910684422034,0.7944484780589939,322.16778910613857,58.76941047166625
"[5.70, 6.00)",5.85,5.877401295393388,22,1,23,0,0,0,0.6752012879161217,0.6336310079860128,0.0,191.92950751531276,32.655505021538005
"[6.00, 6.30)",6.15,6.133504865967398,14,0,16,0,0,0,0.7397894775427971,0.7021301984705757,0.0,120.40214894048296,19.630236149081902
"[6.30, 6.60)",6.449999999999999,6.426981249607726,10,0,5,0,0,0,0.5723288581382893,0.6720484910966722,0.0,94.83028720610591,14.755027830817761
"[6.60, 6.90)",6.75,6.7623644818884525,4,0,4,0,0,0,0.754666229794176,0.7219035958606869,0.0,36.95738952440266,5.465157878340501
"[6.90, 7.50)",7.2,7.084379270052886,3,0,5,0,0,0,0.7736887475449518,0.715075899957316,0.0,29.06721973473703,4.103001635952791
"[7.50, 8.80)",8.15,7.620992548858399,4,0,3,0,0,0,0.7150432932166053,0.688728704023992,0.0,43.80426760207144,5.747842859213028
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
