Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.2)",4.05,4.0470243071755405,1285,188,1138,183,36,8,0.7115473266370669,0.6867298956440331,0.7126651973945076,6028.668741962478,1489.6546905521177
"[4.20, 4.5)",4.35,4.352282103631202,1049,142,1019,130,31,4,0.7026046001484241,0.6811444281202572,0.6283437778928729,5295.029202521808,1216.609832828633
"[4.50, 4.8)",4.65,4.641035739210466,950,85,870,81,16,0,0.6880544844810553,0.6723577452841254,0.709398851983089,5658.692308119598,1219.2735902271368
"[4.80, 5.1)",4.949999999999999,4.944162415321219,732,53,634,43,12,2,0.686660461554828,0.667050726521901,0.7022519500708281,4813.166095776725,973.504851066673
"[5.10, 5.4)",5.25,5.238497441576836,471,33,436,21,4,1,0.6928873104731722,0.6857010610675133,0.47713619679947544,3227.0478926966402,616.0254784290338
"[5.40, 5.7)",5.550000000000001,5.530282298901935,297,9,241,8,9,0,0.6840337464242021,0.6628706409501255,0.7258201605949536,2221.2192604255224,401.64663219209564
"[5.70, 6.0)",5.85,5.838466883592819,208,5,188,3,2,0,0.6663965240742749,0.6487204290906169,0.7413822062696909,1768.3171129564564,302.873536531612
"[6.00, 6.3)",6.15,6.1235755613133325,123,2,114,3,2,0,0.7016014354048272,0.6655156559774031,0.7466437526370184,1062.5200101703426,173.51300715271364
"[6.30, 6.6)",6.449999999999999,6.453749296057941,81,1,77,1,4,0,0.6626649474711845,0.6607828426667108,0.6636184518158479,683.054371229257,105.83838012525186
"[6.60, 6.9)",6.75,6.7346957734187125,49,1,39,0,0,0,0.6956271944881351,0.6375664785799426,0.0,501.6340882846839,74.48504062567936
"[6.90, 7.5)",7.2,7.194560504586457,43,1,30,0,0,0,0.6632765362169829,0.6154991527362349,0.0,486.28689773905165,67.5909108595374
"[7.50, 8.8)",8.15,7.775074794788284,15,0,15,0,0,0,0.6918943530182837,0.6533298970780845,0.0,176.10138509175587,22.64947794583256
"[8.80, 10.0)",9.4,8.891241175534661,1,0,0,0,0,0,0.0,0.7770996071435298,0.0,11.441572089088002,1.2868363216342493
