Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[3.90, 4.2)",4.05,4.03608429398054,1596,228,1451,208,41,14,0.7092827378831389,0.6862162657067682,0.7482923491346068,7616.642817173327,1887.136705378743
"[4.20, 4.5)",4.35,4.342811449221094,1168,148,1090,121,37,6,0.6917747472124001,0.6793655751537742,0.6927053450279826,5995.13961926091,1380.474305495388
"[4.50, 4.8)",4.65,4.643136632398506,948,73,857,53,19,2,0.688285329356193,0.6730955942217577,0.6323969002737947,5676.9598621683535,1222.6562153170594
"[4.80, 5.1)",4.949999999999999,4.936662767388695,706,36,649,36,14,0,0.6964300774641072,0.6726655520057415,0.6821016428917295,4626.5333511993485,937.1783265735623
"[5.10, 5.4)",5.25,5.247822298323581,453,19,416,12,9,1,0.6817045905355832,0.6686876666781262,0.679026969252987,3222.15065213317,613.9976677873576
"[5.40, 5.7)",5.550000000000001,5.529331677265404,308,5,297,7,4,0,0.6712913489822524,0.6565515108240765,0.6350915546920618,2439.13659987387,441.12683814984564
"[5.70, 6.0)",5.85,5.85172689260774,209,6,161,4,4,1,0.6893536699311403,0.6570876595705449,0.572222802423691,1719.6047069824308,293.86277564572276
"[6.00, 6.3)",6.15,6.155550199409429,124,1,136,2,2,0,0.7067409273166064,0.6547851041776336,0.7562099915126078,1102.91918722912,179.1747531089805
"[6.30, 6.6)",6.449999999999999,6.428092283436767,84,4,83,0,0,0,0.6736869782663197,0.6568246333456225,0.0,771.6115165373951,120.03740495848241
"[6.60, 6.9)",6.75,6.716978239743734,49,1,40,0,0,0,0.6775969922721466,0.6403863011660472,0.0,497.8027850756456,74.11112070159658
"[6.90, 7.5)",7.2,7.153213542418993,38,0,32,1,1,0,0.627112059845819,0.6596554656654404,0.6817719955639993,383.35552630053377,53.59207075634078
"[7.50, 8.8)",8.15,7.8892612749935385,7,0,9,0,1,0,0.6899805708497673,0.5914628271637022,0.708220760513737,66.78148855307437,8.464859538211842
"[8.80, 10.0)",9.4,9.38971602439433,0,1,1,0,0,0,0.7640159243172254,0.40637066168481695,0.0,-23.281921707177148,-2.479512867768428
