Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.20)",4.05,4.05,0,0,0,0,0.0,0.50083468945915,0.0,0.0,0.0
"[4.20, 4.50)",4.35,4.415424069996313,3,2,0,0,1.91925647191876,0.6132418836500554,0.0,2.300590949984934,0.5210351063713015
"[4.50, 4.80)",4.65,4.6293892867094995,61,12,4,1,0.6838549808865891,0.6743358324232703,0.596197168876092,217.49125499736473,46.98055003102888
"[4.80, 5.10)",4.949999999999999,4.967744001039989,131,34,4,2,0.7074994863649842,0.6287603790800178,0.6064503437573174,600.7622595217567,120.9326123479769
"[5.10, 5.40)",5.25,5.251672210232828,148,29,6,1,0.7061392490839498,0.68569574063468,0.5648996177244976,657.1085532001266,125.1236800194341
"[5.40, 5.70)",5.550000000000001,5.537207133759884,130,21,3,0,0.6504566716479754,0.6888362898753424,0.5690940587990595,784.7745165307354,141.72749864205576
"[5.70, 6.00)",5.85,5.851937283526115,89,7,4,0,0.6506708741649324,0.6474908852293372,0.584560193180918,541.1451074718221,92.47281391671928
"[6.00, 6.30)",6.15,6.114184559670569,70,2,2,1,0.6436996832139811,0.6203854828872386,0.5679322908671118,593.1126401914569,97.00600863501144
"[6.30, 6.60)",6.449999999999999,6.424885094508573,37,3,1,0,0.6442020305890396,0.6150280759906728,0.7615319420639395,297.7288745652149,46.33995319537891
"[6.60, 6.90)",6.75,6.725932343384973,11,2,0,0,0.5558448320816294,0.6416911698534805,0.0,108.90339820875593,16.191569086457374
"[6.90, 7.50)",7.2,7.162039224494747,12,0,0,0,0.5951382591354841,0.6402425027532842,0.0,144.4109320391912,20.163381896219484
"[7.50, 8.80)",8.15,7.745542912511596,10,0,0,0,0.6042674715953527,0.6419224136207657,0.0,128.1807026954844,16.54896295112257
"[8.80, 10.00)",9.4,9.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0
