Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.2)",4.05,4.056188351056029,784,128,31,6,0.7099029480331193,0.7114834244619946,0.6759894567261594,3012.6853801044267,742.7380386120565
"[4.20, 4.5)",4.35,4.356616746337909,843,133,29,3,0.7013408907957338,0.6743224132479715,0.657934205906247,3566.2657907948887,818.5860722756083
"[4.50, 4.8)",4.65,4.656856573650222,740,91,23,3,0.6830067667744361,0.6819448378116623,0.6226552793813305,3691.5782988439605,792.7189168186816
"[4.80, 5.1)",4.949999999999999,4.945308644557776,628,42,9,2,0.6762949601420118,0.665972355204126,0.6664106570806834,4030.342928931478,814.9830917766475
"[5.10, 5.4)",5.25,5.2502796856769285,438,21,7,1,0.6797928379468993,0.6565334244199871,0.7200816634184665,3006.1385398996836,572.567314480523
"[5.40, 5.7)",5.550000000000001,5.545588460420808,308,10,7,0,0.6736761463600263,0.6611933816987045,0.6438665787359726,2157.4724324063623,389.0430109995306
"[5.70, 6.0)",5.85,5.842156940418892,169,9,3,0,0.6843983434197288,0.6576303444685839,0.6667976379996859,1236.9142504060987,211.7221880584074
"[6.00, 6.3)",6.15,6.1312191783100465,112,5,0,0,0.693594422101383,0.6769734524860187,0.0,945.8560091812291,154.26883001138057
"[6.30, 6.6)",6.449999999999999,6.394824737122366,78,1,2,0,0.6903513612726526,0.6413767912964811,0.5730301268661684,603.8273742928222,94.42438207689506
"[6.60, 6.9)",6.75,6.741786055355867,47,0,0,0,0.6451241929411786,0.6310730883803901,0.0,491.1673567179597,72.85418918444651
"[6.90, 7.5)",7.2,7.11386469288305,28,0,0,0,0.6262015194361131,0.6495661659214903,0.0,318.089632839109,44.71404033834613
"[7.50, 8.8)",8.15,7.8321172225811795,15,0,0,0,0.6500641908623379,0.6403109953927106,0.0,180.72331931231764,23.0746443364337
"[8.80, 10.0)",9.4,9.111923217773438,1,0,0,0,0.6470337242061737,0.0,0.0,14.082609417233366,1.545514495750388
