Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[3.90, 4.2)",4.05,4.611711874175867,31,8,5,0,0.6772836735438605,0.7086328492998157,0.6556773811234649,-15.821366022622755,-3.4306926482587556
"[4.20, 4.5)",4.35,4.377061562759302,128,36,1,3,0.6832788247652638,0.7049035596629318,0.5160177627130536,672.5295902126644,153.64864774456163
"[4.50, 4.8)",4.65,4.658382468866221,273,53,8,3,0.6776721354001957,0.6761145115744359,0.7226262624518618,1354.2613547603476,290.71493459616124
"[4.80, 5.1)",4.949999999999999,4.934379604528352,370,56,12,3,0.6546272773154727,0.6386269582079528,0.5875909288728733,1996.2623152412991,404.56196629243937
"[5.10, 5.4)",5.25,5.241098005678148,325,39,10,1,0.6685586568928021,0.6876941694910926,0.6500860103294991,1886.2990210172668,359.90531353805466
"[5.40, 5.7)",5.550000000000001,5.527583957081623,188,21,4,3,0.6779601113452007,0.689965491922774,0.9627573977418242,1333.4432221112797,241.23436793808423
"[5.70, 6.0)",5.85,5.841803227835544,146,6,2,1,0.6490669443698607,0.6577363360994265,0.9312853011902463,1229.2866912871318,210.42932179394836
"[6.00, 6.3)",6.15,6.136349475455382,99,3,4,0,0.6491925642066326,0.66586560627564,0.6412197599969479,719.7304348471646,117.28967486711683
"[6.30, 6.6)",6.449999999999999,6.4594577908232065,58,2,2,0,0.6973426897450091,0.6206722823842893,0.8145971194959423,440.9655815677923,68.2666557856081
"[6.60, 6.9)",6.75,6.742345569560166,27,1,0,0,0.6713927552074936,0.6338466749127979,0.0,261.10050108358354,38.72546999999235
"[6.90, 7.5)",7.2,7.071724614754636,35,0,1,0,0.6297939993913341,0.6328980968311866,0.5533040414217159,330.33555612258976,46.712163456332675
"[7.50, 8.8)",8.15,7.632147153218588,3,0,0,0,0.6401662932555001,0.6116745267621982,0.0,35.76639648304233,4.6862823482064435
"[8.80, 10.0)",9.4,9.145423889160156,1,0,0,0,0.8246430656544564,0.0,0.0,11.090160422196881,1.21264586055347
