Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.34029002279514,1055,110,49,5,0.6962282503198891,0.6658086286461591,0.7344328221148054,4616.183014646867,1063.5655659881577
"[4.50, 4.80)",4.65,4.637170212834507,846,51,21,0,0.6859934414900084,0.676833125418572,0.7053026333860645,4697.058912869801,1012.9149238191726
"[4.80, 5.10)",4.949999999999999,4.94481126548547,577,20,9,0,0.6822906391755625,0.669753260115138,0.6756299950281544,3713.817377462399,751.0534129754667
"[5.10, 5.40)",5.25,5.238291217474334,379,12,11,0,0.6806444412371576,0.6633036094812594,0.6999580113824234,2420.828787356191,462.14093238661223
"[5.40, 5.70)",5.550000000000001,5.5312626640526235,241,7,5,0,0.684494613523511,0.6829253454592079,0.6754137273101196,1690.1368110531332,305.5607577700551
"[5.70, 6.00)",5.85,5.840070941143126,155,2,2,0,0.6867614728494971,0.6681184249664907,0.7005993003947774,1219.3355008363405,208.7877892451885
"[6.00, 6.30)",6.15,6.138639499504269,88,2,2,0,0.6913581044486515,0.6557162610905305,0.7749948212136719,685.9284839537507,111.73949602499765
"[6.30, 6.60)",6.449999999999999,6.435685354977347,64,0,0,0,0.68714767942442,0.6726823932841886,0.0,599.4109782391454,93.13863950411466
"[6.60, 6.90)",6.75,6.702035852631701,25,1,1,0,0.651030745531467,0.663973859823726,0.5706150867444887,189.4792362909249,28.271892370811734
"[6.90, 7.50)",7.2,7.153360687732628,44,0,0,0,0.679841059138761,0.6634227306765083,0.0,462.97272874187064,64.72101001922458
"[7.50, 8.70)",8.1,7.8650365582788435,12,0,0,0,0.7020489698126396,0.660961706508917,0.0,134.43569146541734,17.092824740135317
