Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.368943903199682,128,36,2,4,0.6386362787966459,0.6762989666906066,0.5133634969081703,712.8324116212575,163.1589755819938
"[4.50, 4.80)",4.65,4.655498756225847,273,53,9,3,0.6623335947313032,0.6627076403638855,0.7182208842472523,1355.67284115147,291.19819639915374
"[4.80, 5.10)",4.949999999999999,4.9313743861240935,370,56,15,4,0.651720067724705,0.6523605223830553,0.5808415524266212,1918.0388889394922,388.94611091311015
"[5.10, 5.40)",5.25,5.245709784542044,325,39,12,2,0.6654937628598065,0.6736586609432105,0.678897557499863,1875.5196950196992,357.5340177122349
"[5.40, 5.70)",5.550000000000001,5.530660403734752,188,21,5,5,0.661142565991151,0.6995823267127816,0.0,1397.0062357716442,252.59302394127684
"[5.70, 6.00)",5.85,5.841834310711297,146,6,3,1,0.6771844114206133,0.6835235706812545,0.7191892582075252,1128.0768025113186,193.10318343725243
"[6.00, 6.30)",6.15,6.137288460445524,99,3,4,1,0.676960488702802,0.6926398559176153,0.7685590280450518,752.86969679559,122.67138845563353
"[6.30, 6.60)",6.449999999999999,6.459432309342983,58,2,2,0,0.7197218176170654,0.6514251455509084,0.8703599761791214,429.8165534838988,66.54091766891158
"[6.60, 6.90)",6.75,6.742345569560168,27,1,0,0,0.6905472748599379,0.675584991510526,0.0,253.85805026038258,37.65129622048471
"[6.90, 7.50)",7.2,7.0879456525308555,35,0,2,0,0.6518556233204702,0.6805136553861091,0.7109375287839608,282.80495908677796,39.899425440120055
"[7.50, 8.70)",8.1,7.632147153218587,3,0,0,0,0.7224007274277072,0.6806094438953698,0.0,31.694931345355098,4.152819738543548
