Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.345213713119811,800,65,25,5,0.6833480756876534,0.6710384907437399,0.7573241150074572,4111.00959511798,946.1006676622874
"[4.50, 4.80)",4.65,4.638008227533876,590,29,15,1,0.694365863632144,0.67736677482518,0.7104892187510619,3299.091213786521,711.3163780523769
"[4.80, 5.10)",4.949999999999999,4.953773607232596,375,14,9,0,0.6810297912149664,0.6735144983248719,0.6915775216380291,2309.8034245924,466.2714947691689
"[5.10, 5.40)",5.25,5.237245882153598,267,6,4,0,0.7003272102749192,0.6706371258618287,0.6712237212181227,1798.8045276133407,343.46382967103654
"[5.40, 5.70)",5.550000000000001,5.541913966119378,159,3,3,0,0.6905953569585815,0.6752716109436466,0.6590022527689586,1128.1746839484986,203.57130963158596
"[5.70, 6.00)",5.85,5.8245862578419825,100,4,5,0,0.7021983190116595,0.6931324050350792,0.6542321502712243,578.0380152931959,99.24104300368964
"[6.00, 6.30)",6.15,6.123733243047237,72,1,5,0,0.6993955875933708,0.6761739008403275,0.8287259132553976,440.5036006248155,71.93383237667224
"[6.30, 6.60)",6.449999999999999,6.435517769435448,39,0,1,0,0.6800580107099626,0.6564199310602326,0.768148474397472,327.98608023378233,50.96498712061745
"[6.60, 6.90)",6.75,6.686330949249048,24,0,0,0,0.6863836302764666,0.6848932564313288,0.0,233.79337108803293,34.96586885432146
"[6.90, 7.50)",7.2,7.151652329731615,22,0,0,0,0.7158227588535108,0.6955740867560462,0.0,219.79791688391057,30.73386495175991
"[7.50, 8.70)",8.1,7.903541027691356,8,0,0,0,0.719131671721659,0.6441022303411558,0.0,87.9231588704154,11.12452741908496
