Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.345307966439953,1090,121,49,6,0.680717472315168,0.66749950435995,0.6895255222269245,4856.880432720656,1117.7298525747133
"[4.50, 4.80)",4.65,4.640964713390235,857,53,24,3,0.6878195886543199,0.6751051084084332,0.6646735102036194,4705.934237699279,1013.9991420580277
"[4.80, 5.10)",4.949999999999999,4.9348213067096,649,36,17,0,0.6971234074618834,0.6787889113214443,0.6973755055881771,3749.494232513528,759.8034456517302
"[5.10, 5.40)",5.25,5.237376345019893,416,12,12,1,0.6896160403740974,0.6761597995812844,0.6945741692732456,2661.5405067564466,508.18202310155687
"[5.40, 5.70)",5.550000000000001,5.514951107018796,297,7,6,0,0.6841522484954768,0.6700918774955456,0.6509903271205206,2088.4643597189506,378.6913644730219
"[5.70, 6.00)",5.85,5.842505555150477,161,4,5,1,0.7004074765529897,0.6696163715066226,0.6333400414809195,1128.7040960332065,193.1883650565286
"[6.00, 6.30)",6.15,6.15467289492356,136,2,2,0,0.723626568954064,0.6761980120525798,0.7701080732622836,1061.3410091751798,172.44474682815155
"[6.30, 6.60)",6.449999999999999,6.430279589725954,83,0,1,0,0.6933158130420635,0.674809078748152,0.5455149918241936,712.0021683640666,110.72647128776103
"[6.60, 6.90)",6.75,6.747586060725513,40,0,1,0,0.6979945849551427,0.6660332294628359,0.587882941893964,330.40703929812736,48.96670251029023
"[6.90, 7.50)",7.2,7.114041484643078,32,1,2,0,0.6536005948137383,0.6899469613765706,0.7449282309218361,243.76632861879375,34.26551969720821
"[7.50, 8.70)",8.1,7.751786509402934,9,0,1,0,0.7471317117857595,0.6267244142968721,0.7515458002036758,42.805338247249836,5.52199653529246
