Mass Bin,Mass Center,LH2 Mass Bin Average,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[4.20, 4.50)",4.35,4.34177494627943,152,12,2,3,0.6684378323025142,0.6748954480616501,0.584275699023497,945.7922196639049,217.83538561213928
"[4.50, 4.80)",4.65,4.628154180076347,90,9,4,0,0.6874609532050021,0.6693821511580725,0.7011573341808994,415.8543822986521,89.85318252552081
"[4.80, 5.10)",4.949999999999999,4.939054977039685,61,3,1,0,0.6736339149090831,0.6790097541059598,0.8615261716520889,397.1442406785398,80.40895323594386
"[5.10, 5.40)",5.25,5.256017113937354,42,1,0,0,0.7130723745436494,0.6272459114625332,0.0,302.20873695933693,57.497669891137065
"[5.40, 5.70)",5.550000000000001,5.493625548711199,29,0,1,0,0.7135890216022239,0.6356773129248846,0.809027855563091,189.9646645550358,34.57910679762318
"[5.70, 6.00)",5.85,5.825696410693363,23,0,0,0,0.6887863048276237,0.6494349064195212,0.0,194.53205806622427,33.392069265599005
"[6.00, 6.30)",6.15,6.153925823972568,16,0,0,0,0.7598236118481441,0.7205960694028638,0.0,129.58640880357314,21.05751881161296
"[6.30, 6.60)",6.449999999999999,6.42698534822045,5,0,0,0,0.5942429095349888,0.685468705123066,0.0,54.07708905815755,8.414067580398452
"[6.60, 6.90)",6.75,6.780288431378864,4,0,0,0,0.7714220991730164,0.7350323730462061,0.0,35.157346094427425,5.185228689051168
"[6.90, 7.50)",7.2,7.167768826839477,5,0,0,0,0.7807001884576822,0.748914846440382,0.0,45.906027261244894,6.40450722815603
"[7.50, 8.70)",8.1,7.946591694431688,3,0,0,0,0.7534793605142734,0.7287780344830209,0.0,31.639586075753506,3.9815290998182156
