Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.338829821981691,65,5,59,2,0,1,0.6826805080821421,0.6737317284410304,0.6765830815749471,395.2198471356941,91.08904090531576
"[4.50, 4.80)",4.65,4.652009800315085,56,1,40,2,1,0,0.6648586838879527,0.6670067622404386,0.6764865943858854,364.4705565108704,78.34690212522433
"[4.80, 5.10)",4.949999999999999,4.92647323402715,31,4,25,0,1,1,0.6871471136301156,0.6245132305627749,0.0,210.34175451717695,42.69621380754623
"[5.10, 5.40)",5.25,5.241384357049504,26,0,28,3,0,0,0.6683197772614656,0.6574633203998379,0.0,204.37904894630844,38.99333363549742
"[5.40, 5.70)",5.550000000000001,5.541751432668868,19,0,13,0,0,0,0.6729849143564278,0.636738406196292,0.0,163.78208672342956,29.55421020111565
"[5.70, 6.00)",5.85,5.82360077700728,8,0,4,0,0,0,0.6185779044841219,0.6105051227815115,0.0,75.75559759401042,13.008377547634861
"[6.00, 6.30)",6.15,6.122241835308459,9,0,1,0,0,0,0.7310308233362628,0.676619102704418,0.0,81.31083956995685,13.281219814123881
"[6.30, 6.60)",6.449999999999999,6.459707573733497,4,0,3,0,0,0,0.6213995473873538,0.7431546866494104,0.0,34.30841526824655,5.311140616914555
"[6.60, 6.90)",6.75,6.741016927152707,3,0,0,0,0,0,0.0,0.6326965516042329,0.0,31.963270117691636,4.7416095320787734
"[6.90, 7.50)",7.2,7.19158604970672,3,0,1,0,0,0,0.6089640462809215,0.6572500932651971,0.0,32.651340490504566,4.540214114775992
"[7.50, 8.70)",8.1,7.801515759837914,3,0,0,0,0,0,0.0,0.7021381508162442,0.0,33.33325108784599,4.272663430284287
