Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.339681655846197,48,5,57,4,2,0,0.6913461071038696,0.6318058446011022,0.5745255123901629,257.0544740244911,59.23348632686007
"[4.50, 4.80)",4.65,4.640761500488916,34,2,34,2,1,0,0.6450007692860971,0.6488966791084926,0.8503299947942866,213.39484373191362,45.98272152305865
"[4.80, 5.10)",4.949999999999999,4.940877614987052,21,0,23,0,0,0,0.6650345675675552,0.6342417308525827,0.0,161.0701489869304,32.59950185739472
"[5.10, 5.40)",5.25,5.246556293274359,14,1,19,0,1,0,0.6749845819994658,0.6590136658890768,0.6289972288584211,82.88129131673867,15.797274761539388
"[5.40, 5.70)",5.550000000000001,5.53492816249818,17,0,15,0,0,0,0.6762661972875468,0.7099351177995671,0.0,130.72496810826948,23.618186952089907
"[5.70, 6.00)",5.85,5.861957823278205,11,1,7,1,0,0,0.6359503920575977,0.6909072316168003,0.0,84.02734939020644,14.334349021845316
"[6.00, 6.30)",6.15,6.202614054107489,3,0,6,0,0,0,0.6898180498906207,0.657784101323341,0.0,27.491700551004815,4.432276506515715
"[6.30, 6.60)",6.449999999999999,6.382235671134571,2,0,4,0,0,0,0.6521614663773212,0.6691273807292047,0.0,18.498023431695316,2.898361073590208
"[6.60, 6.90)",6.75,6.75470878838101,3,0,1,0,0,0,0.39024610381915736,0.6481918954226908,0.0,31.006847013617843,4.5904047065587354
"[6.90, 7.50)",7.2,7.268117072472583,1,0,3,0,0,0,0.7271694615439962,0.832607166124307,0.0,8.286390089502424,1.1401013504428086
"[7.50, 8.70)",8.1,8.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
