Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
"[4.50, 4.80)",4.65,4.704333926302651,1,0,2,0,0,0,0.5507416446289634,0.6316097272829858,0.0,7.195797661854692,1.5296103071301734
"[4.80, 5.10)",4.949999999999999,4.895938593208281,4,1,4,1,0,0,0.6169193810311512,0.7456526668139308,0.0,19.346223739302356,3.95148414772598
"[5.10, 5.40)",5.25,5.066650919725337,7,1,2,0,1,0,0.6885637137846299,0.6723013391744486,0.37527389891957397,15.16415474016144,2.992934579551316
"[5.40, 5.70)",5.550000000000001,5.509018669840404,2,0,3,4,0,2,0.28312231915808117,0.6626562580641057,0.5627793455809381,60.179437145274385,10.923803448830531
"[5.70, 6.00)",5.85,5.858430404257126,6,0,2,0,1,0,0.5581983477528367,0.6821758811516437,0.7257227532863687,33.37767075425243,5.697374288170768
"[6.00, 6.30)",6.15,6.251648452584742,1,0,4,0,0,0,0.5813720060375225,0.45554152272667,0.0,13.088142661915517,2.093550646870463
"[6.30, 6.60)",6.449999999999999,6.530203208761551,2,0,2,0,0,0,0.7092220640438898,0.595552106244951,0.0,21.6578764930206,3.316570066910368
"[6.60, 6.90)",6.75,6.74730806911346,0,0,2,1,0,0,0.8312073353596217,0.0,0.0,-0.11991550972846861,-0.017772348394375966
"[6.90, 7.50)",7.2,7.405044114682167,1,0,0,0,0,0,0.0,0.4657935210467761,0.0,15.897696683373436,2.146874000635955
"[7.50, 8.70)",8.1,7.491972460873001,1,0,2,0,0,0,0.4022402040350921,0.460943062280428,0.0,15.703280499450537,2.0960141780367296
