Mass Bin,Mass Center,LD2 Mass Bin Average,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[4.20, 4.50)",4.35,4.388282566829918,59,7,39,6,3,1,0.6376732252935813,0.6308409642455124,0.43252967239407186,313.5284885814798,71.4467411354442
"[4.50, 4.80)",4.65,4.6414775441953,40,5,53,4,1,1,0.692807574937455,0.6160034058171622,0.0,258.8693912334215,55.77305691313047
"[4.80, 5.10)",4.949999999999999,4.908072319976235,49,0,40,4,1,0,0.6428916242521745,0.6042964305066336,0.7338538343424894,379.13618769445617,77.24747374877556
"[5.10, 5.40)",5.25,5.227051295307346,31,3,31,2,1,0,0.6381738679365133,0.6636853047312744,0.6861487658210317,200.17863777465348,38.29666602934746
"[5.40, 5.70)",5.550000000000001,5.562470388470085,10,0,21,0,0,0,0.6762257956824492,0.5800384824250318,0.0,93.34648251116826,16.781479449249257
"[5.70, 6.00)",5.85,5.8160497117933,19,2,7,0,0,0,0.7555741045053764,0.6198000599241344,0.0,158.7277926283428,27.29134042759088
"[6.00, 6.30)",6.15,6.134155867812391,9,0,10,0,1,1,0.6536037805747158,0.6949932113217988,0.0,78.0494690836951,12.723750547853244
"[6.30, 6.60)",6.449999999999999,6.388412347262902,6,0,6,0,0,0,0.717357329624555,0.693214137989601,0.0,54.504505854721124,8.531776424556163
"[6.60, 6.90)",6.75,6.752442846026576,2,0,3,0,0,0,0.5845013468726278,0.6550033161386032,0.0,20.10606425031652,2.9775985830295153
"[6.90, 7.50)",7.2,7.0474159950550925,1,0,3,0,0,0,0.5484069090818008,0.8447103392137175,0.0,7.77348578910386,1.1030263850691122
"[7.50, 8.70)",8.1,7.852756793756281,0,0,2,0,0,0,0.628627310584416,0.0,0.0,-0.369073686946278,-0.04699925091780865
