pT Bin,pT Center,LH2 Mass Centroid,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[0.00, 0.32)",0.16,4.97610153514118,431,11,8,0,0.6848978434248599,0.674558008951118,0.6993547522993334,2538.2326713527327,510.0845819619552
"[0.32, 0.49)",0.405,4.925733284341419,468,20,4,0,0.6840146771713672,0.6682789966739648,0.63956191078101,2948.358600787716,598.5623724614472
"[0.49, 0.63)",0.56,4.902116521521777,497,26,7,0,0.6668284661519941,0.6725796066788313,0.7166315860812406,3030.7435936806196,618.2520510017941
"[0.63, 0.77)",0.7,4.947043340531849,446,35,10,5,0.699103727196945,0.6751834307144627,0.6243803706505681,2551.1342026672155,515.6886703953855
"[0.77, 0.95)",0.86,4.9455620878537765,509,37,7,0,0.6831759770880876,0.669893431730339,0.561848547143502,2861.2558141913632,578.5501755641817
"[0.95, 1.18)",1.065,4.837294293655436,495,69,16,1,0.6740174663826636,0.6645808264207664,0.6947110792961811,2115.5444373670803,437.3404446658982
"[1.18, 1.80)",1.49,5.078914184655535,508,106,19,6,0.6510969239699231,0.6438483886078425,0.5720675982250545,2095.122600020624,412.5138806933239
