pT Bin,pT Center,LD2 Mass Centroid,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[0.00, 0.32)",0.16,4.952112422500453,886,28,840,28,18,1,0.6746455708722041,0.6694698546344429,0.6781220325266278,6004.201747744428,1212.4526334385494
"[0.32, 0.49)",0.405,4.989739896993141,1037,44,1008,40,28,3,0.6768921842914383,0.6633258213127019,0.6916975873405592,6992.842303582989,1401.4442531958298
"[0.49, 0.63)",0.56,5.015202188666318,995,50,822,43,28,3,0.6754343735992613,0.652237149282316,0.6716785810198697,6794.577977747203,1354.796421388959
"[0.63, 0.77)",0.7,5.033506709793154,829,41,899,48,31,6,0.668753178649647,0.6612144243014336,0.7096179485140786,5538.1324980673235,1100.2533258359174
"[0.77, 0.95)",0.86,5.039024262760117,964,66,891,85,26,3,0.6677766945285944,0.6566569115143506,0.6555459197132312,6436.02368598542,1277.236097779791
"[0.95, 1.18)",1.065,5.093412347795111,903,100,852,69,33,7,0.6666448450580775,0.6504125888671733,0.7129550110111988,5815.82938546899,1141.8336055172533
"[1.18, 1.80)",1.49,5.115300616493098,855,146,892,156,52,12,0.6368571369917239,0.6299033908313252,0.6072310032767243,4967.654297453265,971.1363358462685
