Roadset Std Dev - LD2 _geom - Stat Inverse Weights
Bin Index,Mean Cross Section,Standard Deviation,Relative Sys Error (%)
0,0.0039677607129258,0.0006977686194096548,17.58595514937505
1,0.00877721821267093,0.0011542229774431064,13.150213991226195
2,0.010580704602838978,0.0013402296698438055,12.66673364535855
3,0.01022387961342024,0.0013313006163211292,13.021481733544817
4,0.010044676171694501,0.0015340073610690455,15.271844854409716
5,0.007935440705624264,0.001481863237929952,18.6739879094513
6,0.004106704322960929,0.0007384283305798952,17.98104447041099
7,0.0,0.0,0.0
