pT Bin,pT Center,LD2 Mass Centroid,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[0.00, 0.32)",0.16,5.101299633556005,114,4,101,7,2,1,0.6949381912519694,0.6989302075389398,1.3466936176877353,777.559169418422,152.4237400806042
"[0.32, 0.49)",0.405,4.9403768478144245,137,6,124,9,2,2,0.668200573385825,0.6787831680669857,0.0,941.6353426008437,190.59990191181754
"[0.49, 0.63)",0.56,4.9767958974575786,127,4,104,11,1,0,0.7107279865890779,0.6592991370571025,0.7701948960468574,892.6310338977762,179.35857774552926
"[0.63, 0.77)",0.7,4.9328676760832595,126,6,106,6,5,1,0.6646127866675404,0.6877934519630163,0.6876601717547891,731.3366737305188,148.25791441282013
"[0.77, 0.95)",0.86,4.903452572784854,130,12,127,9,1,2,0.6857654951126056,0.6641988567863609,0.21026011848570836,956.114307656114,194.987979074732
"[0.95, 1.18)",1.065,4.783748140115124,101,12,107,16,4,0,0.6684598828705164,0.6734054328048853,0.7180686535483302,512.6823491731266,107.17168507972255
"[1.18, 1.80)",1.49,5.10621751861824,108,30,134,27,4,0,0.6439156390510142,0.6651289525937673,0.6553198002207162,457.7655838241913,89.64866501575598
