pT Bin,pT Center,LD2 Mass Centroid,N_LD2_total,N_LD2_mixed,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LD2 (num),Corrected Yield LD2 (denom)
"[0.00, 0.32)",0.16,4.967957167520558,960,31,941,30,21,1,0.6790813393143232,0.6721827380666348,0.6790839028345259,6472.787160246991,1302.9071994752069
"[0.32, 0.49)",0.405,4.995112454162223,1136,48,1098,45,31,3,0.6795712372662861,0.6663119106119919,0.6966930821982258,7635.644089484757,1528.6230609527695
"[0.49, 0.63)",0.56,5.023281276988176,1078,56,904,47,32,4,0.6782051133269451,0.6548613060942894,0.6721503278474951,7319.824789308393,1457.179955827033
"[0.63, 0.77)",0.7,5.034432465670746,917,45,983,56,31,6,0.6717035468780421,0.6641744165896173,0.7096179485140786,6148.222103048386,1221.234398310525
"[0.77, 0.95)",0.86,5.0443996082656986,1018,73,990,89,30,4,0.671209339550421,0.6579700453919959,0.6705281542138185,6747.929014765421,1337.7070689856405
"[0.95, 1.18)",1.065,5.103151299759799,987,109,946,81,35,7,0.6694781957986621,0.65331661681933,0.7025889295660898,6347.411374993546,1243.821905749162
"[1.18, 1.80)",1.49,5.1479382029141165,929,160,980,171,54,13,0.6415861413843584,0.6339419676157722,0.6040926122458704,5432.091293327748,1055.1974556051935
