pT Bin,pT Center,LH2 Mass Centroid,N_LH2_total,N_LH2_mixed,N_flask_total,N_flask_mixed,eps_LH2,eps_LD2,eps_flask,Corrected Total Mass LH2 (num),Corrected Yield LH2 (denom)
"[0.00, 0.32)",0.16,5.055315340465244,941,30,21,1,0.6790813393143232,0.6721827380666348,0.6790839028345259,6066.033617683615,1199.9317963665062
"[0.32, 0.49)",0.405,5.026377515193512,1098,45,31,3,0.6795712372662861,0.6663119106119919,0.6966930821982258,6817.253322523374,1356.2955233498642
"[0.49, 0.63)",0.56,5.0305606127137965,904,47,32,4,0.6782051133269451,0.6548613060942894,0.6721503278474951,5349.315804677492,1063.3637513795386
"[0.63, 0.77)",0.7,5.043225243416256,983,56,31,6,0.6717035468780421,0.6641744165896173,0.7096179485140786,6105.860208420885,1210.705434263889
"[0.77, 0.95)",0.86,5.081324826395718,990,89,30,4,0.671209339550421,0.6579700453919959,0.6705281542138185,5873.7179947698905,1155.9422385787984
"[0.95, 1.18)",1.065,5.119580690822324,946,81,35,7,0.6694781957986621,0.65331661681933,0.7025889295660898,5633.901377111478,1100.461486467272
"[1.18, 1.80)",1.49,5.197222637165906,980,171,54,13,0.6415861413843584,0.6339419676157722,0.6040926122458704,4857.603476117223,934.6537208893017
